history_mode,sequence,frame_num,scene_label,expected_risk,model,detected_risk,risk_correct,change_event,change_detected,input_tokens,output_tokens,latency_ms,cost_usd,reply_snippet,error
short,4,2,door_open,safe,gpt4o_mini,safe,1,0,-1,2945,80,3381.9,0.00049,"The current frame shows an indoor environment that appears to be a workshop or laboratory, similar to the previous frame",
short,4,2,door_open,safe,gemini,safe,1,0,-1,364,87,2326.6,5.3e-05,"The scene continues to be an indoor environment, likely an office or workspace, characterized by white walls and what ap",
short,4,3,person_near,hazard,claude,hazard,1,1,1,310,67,5090.9,0.001935,Description: A person is standing in the center of the frame inside what appears to be the same industrial/warehouse bui,
short,4,3,person_near,hazard,gpt4o,hazard,1,1,1,235,59,3422.7,0.00206,"The image shows an indoor space with a person standing, and a chair is detected with low confidence. The scene appears s",
short,4,3,person_near,hazard,gpt4o_mini,hazard,1,1,1,3000,92,4505.4,0.000505,"The current frame continues to depict an indoor environment, likely a workshop or laboratory, similar to the previous fr",
short,4,3,person_near,hazard,gemini,caution,0,1,1,431,69,1947.3,5.3e-05,"Frame 3: [caution] The scene remains an indoor environment. A person is now visible in the center of the frame, standing",
short,4,4,person_near,hazard,claude,hazard,1,0,-1,310,58,3918.7,0.0018,"Description: A person is standing in the center of the frame inside an industrial workspace/warehouse, appearing to face",
short,4,4,person_near,hazard,gpt4o,caution,0,0,-1,236,65,3174.7,0.002155,The current frame shows an indoor space with a person standing and a chair detected. The scene appears similar to previo,
short,4,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3000,120,3177.6,0.000522,The current frame shows an indoor environment that appears to be a workshop or similar space. A person is standing in th,
short,4,4,person_near,hazard,gemini,caution,0,0,-1,434,70,2249.1,5.4e-05,"Frame 4: [caution] The scene remains an indoor environment. A person is visible in the center of the frame, standing sti",
short,4,5,door_open,safe,claude,caution,0,1,0,311,68,4401.0,0.001953,Description: The current frame shows an industrial/warehouse interior with metal shelving units and glass partitions vis,
short,4,5,door_open,safe,gpt4o,safe,1,1,1,205,57,3586.5,0.00188,"The current frame shows an indoor space with no detected objects or people. The scene appears to be empty, with tables a",
short,4,5,door_open,safe,gpt4o_mini,hazard,0,1,0,2969,56,2858.5,0.000479,"The current frame continues to depict an indoor environment, likely a workshop or similar space. There are no new YOLO d",
short,4,5,door_open,safe,gemini,caution,0,1,0,394,60,1948.2,4.8e-05,Frame 5: [caution] The scene remains an indoor environment. The person previously visible is no longer in the frame. The,
short,5,1,door_open,safe,claude,caution,0,0,-1,258,88,5433.3,0.002094,"Description: The drone appears to be inside a large industrial or warehouse building, showing metal-framed glass partiti",
short,5,1,door_open,safe,gpt4o,hazard,0,0,-1,152,75,2738.0,0.001885,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no people or ob,
short,5,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,88,2610.3,0.000491,The image shows an interior space that appears to be a room or corridor with several tables or workstations. The lightin,
short,5,1,door_open,safe,gemini,safe,1,0,-1,336,198,3154.5,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
short,5,2,door_open,safe,claude,caution,0,0,-1,286,90,4808.3,0.002208,"Description: The drone appears to be inside a large industrial or warehouse building, showing a view of structural metal",
short,5,2,door_open,safe,gpt4o,caution,0,0,-1,180,56,5133.2,0.00174,The image shows an indoor space with open doors leading to a room with tables. There are no YOLO detections in the curre,
short,5,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,73,2849.4,0.000486,"The current frame shows an interior space that appears to be a room or corridor, similar to the previous frame. The envi",
short,5,2,door_open,safe,gemini,safe,1,0,-1,364,158,2871.0,7.5e-05,"The current frame shows an indoor scene, possibly a factory or large industrial space, viewed through an open doorway or",
short,5,3,person_near,hazard,claude,hazard,1,1,1,310,68,4197.3,0.00195,"Description: A person is visible in the foreground, leaning forward in what appears to be an indoor facility (warehouse/",
short,5,3,person_near,hazard,gpt4o,caution,0,1,1,238,57,2868.6,0.002045,"The current frame shows a person detected indoors, estimated to be very close to the camera (approximately 0.31 meters a",
short,5,3,person_near,hazard,gpt4o_mini,hazard,1,1,1,3002,80,2864.9,0.000498,"The current frame shows a person in an interior space, which is consistent with the previous frames. The detected person",
short,5,3,person_near,hazard,gemini,hazard,1,1,1,428,55,1777.1,4.9e-05,"The scene has changed significantly. A person is now visible in the foreground, very close to the drone (estimated dista",
short,5,4,person_near,hazard,claude,hazard,1,0,-1,313,70,3890.5,0.001989,"Description: A person is clearly visible in the foreground, appearing to be in a crouched or leaning forward posture in ",
short,5,4,person_near,hazard,gpt4o,caution,0,0,-1,237,55,4502.3,0.00201,"The current frame shows a person indoors, very close to the camera, with a bounding box indicating their position. The s",
short,5,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3002,90,2867.4,0.000504,"The current frame shows a person in an interior space, consistent with previous frames. The detected person is relativel",
short,5,4,person_near,hazard,gemini,hazard,1,0,-1,428,74,1946.8,5.4e-05,"Frame 4: [hazard] A person is still visible in the foreground, now appearing to be bending over or reaching down. The es",
short,5,5,door_open,safe,claude,caution,0,1,0,315,71,4402.5,0.00201,"Description: The current frame shows an industrial/warehouse interior with metal framing, glass panels, and overhead lig",
short,5,5,door_open,safe,gpt4o,safe,1,1,1,205,71,3191.1,0.00209,"Based on the current frame and YOLO metadata, there are no detections of a person or any other objects. The scene appear",
short,5,5,door_open,safe,gpt4o_mini,hazard,0,1,0,2969,78,2817.7,0.000492,The current frame shows an interior space with no visible people or significant activity. The environment appears to be ,
short,5,5,door_open,safe,gemini,hazard,0,1,0,392,134,2258.4,7e-05,Describe what you see. Has the scene changed from before? Classify as: safe | caution | hazard Pilot suggested action: P,
full,1,1,door_open,safe,claude,caution,0,0,-1,258,88,4745.0,0.002094,"Description: The drone appears to be inside an industrial or warehouse facility, showing a glass-partitioned office or c",
full,1,1,door_open,safe,gpt4o,safe,1,0,-1,152,79,3379.3,0.001945,The image shows an indoor space with open doors leading to a room with tables or workstations. The lighting is artificia,
full,1,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,112,3274.8,0.000505,The image shows an interior space that appears to be a room or corridor with several tables or workstations. The lightin,
full,1,1,door_open,safe,gemini,safe,1,0,-1,336,198,3177.5,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
full,1,2,door_open,safe,claude,caution,0,0,-1,285,90,4577.6,0.002205,"Description: The drone is navigating inside what appears to be an industrial warehouse or factory facility, with metal f",
full,1,2,door_open,safe,gpt4o,safe,1,0,-1,179,53,2860.7,0.00169,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no YOLO detecti,
full,1,2,door_open,safe,gpt4o_mini,safe,1,0,-1,2946,54,2875.0,0.000474,"The current frame shows an interior space that appears to be a room or corridor, similar to the previous frame. There ar",
full,1,2,door_open,safe,gemini,safe,1,0,-1,364,158,2776.2,7.5e-05,"The current frame shows an indoor scene, possibly a factory or large industrial space, viewed through an open doorway or",
full,1,3,person_near,hazard,claude,hazard,1,1,1,309,72,4500.6,0.002007,"Description: A person is standing/leaning in what appears to be an indoor facility (warehouse or store), directly in the",
full,1,3,person_near,hazard,gpt4o,caution,0,1,1,235,58,3371.9,0.002045,"The current frame shows a person in an indoor space, standing close to the camera. The estimated distance is approximate",
full,1,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3001,87,2614.0,0.000502,"The current frame shows an interior space similar to the previous frames, with a person detected in the scene. The perso",
full,1,3,person_near,hazard,gemini,hazard,1,1,1,428,55,1724.0,4.9e-05,"The scene has changed significantly. A person is now visible in the foreground, very close to the drone (estimated dista",
full,1,4,person_near,hazard,claude,hazard,1,0,-1,336,89,4813.5,0.002343,"Description: A person is clearly visible in close proximity to the drone, bending/leaning forward in what appears to be ",
full,1,4,person_near,hazard,gpt4o,caution,0,0,-1,260,65,3236.7,0.002275,The current frame shows a person standing very close to the camera in an indoor space. The scene has changed from previo,
full,1,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3025,110,3044.7,0.00052,"The current frame shows an interior space similar to the previous frames, with a person detected in the scene. The confi",
full,1,4,person_near,hazard,gemini,hazard,1,0,-1,452,54,2727.5,5e-05,"The scene has changed significantly. A person is now visible in the foreground, very close to the drone (estimated dista",
full,1,5,door_open,safe,claude,hazard,0,1,0,361,83,4400.3,0.002328,"Description: The drone appears to be inside an industrial or warehouse facility, showing a glass-partitioned office or c",
full,1,5,door_open,safe,gpt4o,safe,1,1,1,252,52,3918.3,0.00204,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no people visib,
full,1,5,door_open,safe,gpt4o_mini,hazard,0,1,0,3017,91,3555.9,0.000507,"The current frame shows an interior space that appears to be a room or corridor, similar to the previous frames. The env",
full,1,5,door_open,safe,gemini,hazard,0,1,0,435,123,2360.5,7e-05,Describe what you see. Has the scene changed from before? Classify as: safe | caution | hazard Pilot suggested action: P,
full,2,1,door_open,safe,claude,caution,0,0,-1,258,73,4917.7,0.001869,Description: The drone appears to be inside a large industrial or warehouse-like building with metal shelving/racking st,
full,2,1,door_open,safe,gpt4o,safe,1,0,-1,152,58,4396.5,0.00163,"The image shows an indoor environment, possibly a hallway or corridor with glass doors and windows. There are no people ",
full,2,1,door_open,safe,gpt4o_mini,hazard,0,0,-1,2919,78,2969.4,0.000485,"The image shows an indoor environment, likely a workspace or industrial area, with metal tables and a clean, organized l",
full,2,1,door_open,safe,gemini,safe,1,0,-1,336,139,2409.9,6.7e-05,"The current frame shows an indoor environment, possibly an office or industrial space, characterized by white walls, cei",
full,2,2,door_open,safe,claude,caution,0,0,-1,286,82,5122.3,0.002088,"Description: The drone is navigating inside a large industrial or warehouse building, showing metal shelving units, glas",
full,2,2,door_open,safe,gpt4o,safe,1,0,-1,177,51,2900.5,0.00165,"The image shows an indoor environment, similar to a hallway or corridor with glass walls. There are no YOLO detections i",
full,2,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,72,2323.3,0.000485,"The current frame shows an indoor environment that appears to be a workspace or industrial area, similar to the previous",
full,2,2,door_open,safe,gemini,safe,1,0,-1,362,81,3608.3,5.1e-05,"The current frame continues to show an indoor environment, consistent with the previous frame's description of an office",
full,2,3,person_near,hazard,claude,hazard,1,1,1,310,69,5116.0,0.001965,"Description: A person is clearly visible in the foreground, leaning forward in an active/dynamic pose inside what appear",
full,2,3,person_near,hazard,gpt4o,caution,0,1,1,266,91,3151.2,0.002695,The current frame shows an indoor environment with a person and a chair. The person is standing and appears to be leanin,
full,2,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3035,130,3275.9,0.000533,"The current frame shows an indoor environment that appears to be a workspace or industrial area, consistent with the pre",
full,2,3,person_near,hazard,gemini,hazard,1,1,1,470,88,2255.3,6.2e-05,"The current frame shows an indoor environment, consistent with previous frames. A person is detected very close to the d",
full,2,4,person_near,hazard,claude,hazard,1,0,-1,336,80,4095.3,0.002208,"Description: A person is prominently visible in the foreground, leaning forward in an aggressive or dynamic posture very",
full,2,4,person_near,hazard,gpt4o,caution,0,0,-1,291,62,3018.0,0.002385,The current frame shows an indoor environment with a person and a chair. The person is standing and appears to be leanin,
full,2,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3058,110,2657.2,0.000525,The current frame shows an indoor environment that continues to resemble a workspace or industrial area. The YOLO detect,
full,2,4,person_near,hazard,gemini,hazard,1,0,-1,492,70,3279.8,5.8e-05,"The current frame shows an indoor environment, consistent with previous frames. A person is detected very close to the d",
full,2,5,door_open,safe,claude,caution,0,1,0,362,73,4198.2,0.002181,Description: The drone is navigating inside a large industrial/warehouse building with metal shelving units and glass pa,
full,2,5,door_open,safe,gpt4o,safe,1,1,1,250,75,3581.9,0.002375,"The current frame shows an indoor environment, likely a hallway or corridor with glass, similar to previous frames. Ther",
full,2,5,door_open,safe,gpt4o_mini,hazard,0,1,0,3014,67,2947.3,0.000492,"The current frame continues to depict an indoor environment resembling a workspace or industrial area, similar to the pr",
full,2,5,door_open,safe,gemini,hazard,0,1,0,428,110,1800.8,6.5e-05,"The current frame shows an indoor environment, consistent with previous frames. There are no new YOLO detections. The sc",
full,3,1,door_open,safe,claude,caution,0,0,-1,258,77,5747.0,0.001929,"Description: The drone appears to be inside a large industrial or warehouse building, showing metal framework, glass par",
full,3,1,door_open,safe,gpt4o,safe,1,0,-1,152,80,3358.3,0.00196,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an empty indoor space, possib",
full,3,1,door_open,safe,gpt4o_mini,hazard,0,0,-1,2919,99,4979.7,0.000497,"The image shows an indoor space that appears to be a workshop or industrial area, with several tables or workstations vi",
full,3,1,door_open,safe,gemini,safe,1,0,-1,336,114,3201.6,5.9e-05,"I see an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with visible light",
full,3,2,door_open,safe,claude,caution,0,0,-1,286,73,4493.4,0.001953,"Description: The drone is navigating inside a large industrial warehouse or factory building, showing metal shelving/rac",
full,3,2,door_open,safe,gpt4o,safe,1,0,-1,180,58,3177.5,0.00177,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an empty indoor space, possib",
full,3,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,80,2384.4,0.00049,"The current frame shows the same indoor space, likely a workshop or industrial area, as indicated in Frame 1. There are ",
full,3,2,door_open,safe,gemini,safe,1,0,-1,363,127,2726.3,6.5e-05,"I see an indoor environment, likely an office or workshop, characterized by white walls and ceiling. There are several f",
full,3,3,person_near,hazard,claude,hazard,1,1,1,309,85,4359.5,0.002202,Description: A person is standing in the center of the frame inside what appears to be the same industrial/warehouse env,
full,3,3,person_near,hazard,gpt4o,hazard,1,1,1,237,83,3471.6,0.00243,"Based on the image and the YOLO metadata, a chair has been detected with low confidence. The scene appears to have a per",
full,3,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3002,105,4101.8,0.000513,"The current frame continues to depict the same indoor space, likely a workshop or industrial area, as indicated in the p",
full,3,3,person_near,hazard,gemini,caution,0,1,1,429,87,2357.3,5.8e-05,"I see a person standing in the center of the frame, facing the camera, with their arms raised. Behind the person, there'",
full,3,4,person_near,hazard,claude,hazard,1,0,-1,333,72,3995.7,0.002079,Description: A person is standing directly in the center of the frame inside what appears to be an industrial or warehou,
full,3,4,person_near,hazard,gpt4o,hazard,1,0,-1,264,49,2693.3,0.002055,"Based on the image and the YOLO metadata, a chair is detected with low confidence. The scene appears to be similar to pr",
full,3,4,person_near,hazard,gpt4o_mini,hazard,1,0,-1,3026,84,2824.5,0.000504,"The current frame continues to depict the same indoor space, likely a workshop or industrial area. The detected object i",
full,3,4,person_near,hazard,gemini,caution,0,0,-1,455,67,2491.6,5.4e-05,"I see a person standing in the center of the frame, facing the camera, with their arms raised. A chair is visible to the",
full,3,5,door_open,safe,claude,caution,0,1,0,358,71,4236.0,0.002139,Description: The drone appears to be navigating through a narrow corridor or doorway area within the industrial warehous,
full,3,5,door_open,safe,gpt4o,hazard,0,1,0,259,93,3888.9,0.00269,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be clear of obstacles or hazards",
full,3,5,door_open,safe,gpt4o_mini,hazard,0,1,0,3018,84,2867.9,0.000503,"The current frame continues to depict the same indoor space, likely a workshop or industrial area, as seen in previous f",
full,3,5,door_open,safe,gemini,safe,1,1,1,438,87,2135.3,5.9e-05,"I see an indoor environment, likely an office or workshop, characterized by white walls and what appears to be a suspend",
full,4,1,door_open,safe,claude,caution,0,0,-1,258,74,4714.8,0.001884,"Description: The drone appears to be inside a large industrial or warehouse-like building, navigating through what looks",
full,4,1,door_open,safe,gpt4o,safe,1,0,-1,152,72,3375.9,0.00184,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an empty indoor space, possib",
full,4,1,door_open,safe,gpt4o_mini,hazard,0,0,-1,2919,73,3148.2,0.000482,"The image shows an indoor environment, likely a workshop or laboratory, with several tables and equipment visible. The a",
full,4,1,door_open,safe,gemini,safe,1,0,-1,336,198,3279.9,8.5e-05,"YOLO detections: none  The scene appears to be an indoor environment, possibly an office or a workshop, characterized by",
full,4,2,door_open,safe,claude,caution,0,0,-1,286,72,10393.4,0.001938,"Description: The drone is inside a large industrial warehouse/building, flying near metal shelving units and glass parti",
full,4,2,door_open,safe,gpt4o,safe,1,0,-1,180,55,3787.0,0.001725,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an indoor environment, possib",
full,4,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,75,3174.9,0.000487,"The current frame shows an indoor environment that appears to be a workshop or laboratory, similar to the previous frame",
full,4,2,door_open,safe,gemini,safe,1,0,-1,364,87,1776.5,5.3e-05,"The scene continues to be an indoor environment, likely an office or workspace, characterized by white walls and what ap",
full,4,3,person_near,hazard,claude,hazard,1,1,1,310,77,4963.7,0.002085,"Description: A person is standing in the center of the frame inside an industrial/warehouse environment, appearing to fa",
full,4,3,person_near,hazard,gpt4o,hazard,1,1,1,237,60,3450.9,0.002085,"Based on the image and the YOLO metadata, the scene shows an indoor environment with a person standing and a chair detec",
full,4,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3002,80,3258.6,0.000498,"The current frame continues to depict an indoor environment resembling a workshop or laboratory, consistent with the pre",
full,4,3,person_near,hazard,gemini,caution,0,1,1,431,69,1964.6,5.3e-05,"Frame 3: [caution] The scene remains an indoor environment. A person is now visible in the center of the frame, standing",
full,4,4,person_near,hazard,claude,hazard,1,0,-1,335,61,4203.0,0.00192,"Description: A person is standing in the center of the frame inside an industrial/warehouse environment, appearing to fa",
full,4,4,person_near,hazard,gpt4o,hazard,1,0,-1,262,92,3882.7,0.00269,"Based on the image and the YOLO metadata, the scene shows an indoor environment with a person standing and a chair detec",
full,4,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3024,82,4403.5,0.000503,"The current frame continues to depict an indoor environment resembling a workshop or laboratory, consistent with previou",
full,4,4,person_near,hazard,gemini,caution,0,0,-1,458,87,2181.8,6e-05,"Frame 4: [caution] The scene is an indoor environment. A person is visible in the center of the frame, facing the camera",
full,4,5,door_open,safe,claude,hazard,0,1,0,360,66,4398.7,0.00207,Description: The drone appears to be navigating through a narrow corridor between metal shelving units/glass partitions ,
full,4,5,door_open,safe,gpt4o,safe,1,1,1,255,53,7421.7,0.00207,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an indoor environment with no",
full,4,5,door_open,safe,gpt4o_mini,hazard,0,1,0,3014,72,2704.9,0.000495,"The current frame shows an indoor environment that continues to resemble a workshop or laboratory, similar to the previo",
full,4,5,door_open,safe,gemini,safe,1,1,1,443,76,2423.2,5.6e-05,"The scene continues to be an indoor environment, likely an office or workspace, characterized by white walls and what ap",
full,5,1,door_open,safe,claude,caution,0,0,-1,258,89,5523.3,0.002109,"Description: The drone appears to be inside an industrial or warehouse facility, showing glass partition walls, metal fr",
full,5,1,door_open,safe,gpt4o,safe,1,0,-1,152,79,4334.9,0.001945,The image shows an indoor space with open doors leading to a room with tables or workstations. The lighting is artificia,
full,5,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,91,2438.9,0.000492,The image shows an interior space that appears to be a room or corridor with several tables or workstations. The lightin,
full,5,1,door_open,safe,gemini,safe,1,0,-1,336,198,2969.6,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
full,5,2,door_open,safe,claude,caution,0,0,-1,285,79,4407.7,0.00204,"Description: The drone is inside an industrial or warehouse facility, showing a glass partition/wall structure with meta",
full,5,2,door_open,safe,gpt4o,safe,1,0,-1,179,53,3598.4,0.00169,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no YOLO detecti,
full,5,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,70,2758.5,0.000484,"The current frame shows an interior space that appears to be a room or corridor, similar to the previous frame. The envi",
full,5,2,door_open,safe,gemini,caution,0,0,-1,364,122,2372.4,6.4e-05,"The current frame shows an indoor scene, possibly a factory or large industrial space, viewed through an open doorway or",
full,5,3,person_near,hazard,claude,hazard,1,1,1,309,71,4197.2,0.001992,"Description: A person is prominently visible in the foreground, leaning or bending toward the drone in what appears to b",
full,5,3,person_near,hazard,gpt4o,caution,0,1,1,235,60,4093.9,0.002075,"The current frame shows a person in an indoor space, standing close to the camera. The estimated distance is approximate",
full,5,3,person_near,hazard,gpt4o_mini,hazard,1,1,1,3002,90,2989.3,0.000504,"The current frame shows a person in an interior space, which appears to be the same room or corridor as in the previous ",
full,5,3,person_near,hazard,gemini,hazard,1,1,1,428,71,1825.6,5.3e-05,"The current frame shows an indoor scene, possibly a factory or large industrial space, with a person detected in the for",
full,5,4,person_near,hazard,claude,hazard,1,0,-1,336,82,4097.4,0.002238,"Description: A person is prominently visible in the foreground, appearing to be bending or leaning forward in what looks",
full,5,4,person_near,hazard,gpt4o,caution,0,0,-1,260,65,4457.2,0.002275,The current frame shows a person standing very close to the camera in an indoor space. The scene has changed from previo,
full,5,4,person_near,hazard,gpt4o_mini,hazard,1,0,-1,3028,76,2977.5,0.0005,"The current frame shows a person in an interior space, similar to previous frames. The detected person is relatively clo",
full,5,4,person_near,hazard,gemini,hazard,1,0,-1,451,118,2131.1,6.9e-05,"Describe what you see: The current frame shows an indoor scene with a person prominently in the foreground, appearing to",
full,5,5,door_open,safe,claude,caution,0,1,0,362,87,9737.2,0.002391,"Description: The drone appears to be inside an industrial/warehouse facility showing structural framework, glass partiti",
full,5,5,door_open,safe,gpt4o,safe,1,1,1,252,56,3265.5,0.0021,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no people visib,
full,5,5,door_open,safe,gpt4o_mini,hazard,0,1,0,3020,90,2553.4,0.000507,"The current frame shows an interior space that appears to be a room or corridor, similar to previous frames. However, th",
full,5,5,door_open,safe,gemini,caution,0,1,0,434,112,2158.2,6.6e-05,"Describe what you see: The current frame shows an indoor scene, possibly a factory or large industrial space, viewed thr",
