scene_id,scene_label,truth,model,technique,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
2,wall_close,hazard,claude,structured,3,39.09,hazard,4,1,1,0,1,1,caution,HOVER,91,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,5733.6,696,193,0.004983,
2,wall_close,hazard,gpt4o,structured,3,39.09,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,30,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2249.8,574,93,0.004265,
2,wall_close,hazard,gpt4o_mini,structured,3,39.09,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,32,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2797.6,3341,97,0.000559,
2,wall_close,hazard,gemini,structured,3,39.09,hazard,5,1,1,1,1,1,hazard,HOVER,78,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2398.5,799,172,0.000112,
2,wall_close,hazard,claude,react,3,39.09,hazard,3,1,1,1,0,0,hazard,,194,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,9132.0,681,300,0.006543,
2,wall_close,hazard,gpt4o,react,3,39.09,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,106,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2692.4,568,139,0.004925,
2,wall_close,hazard,gpt4o_mini,react,3,39.09,hazard,5,1,1,1,1,1,hazard,PITCH_FORWARD,108,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3253.3,3335,147,0.000588,
2,wall_close,hazard,gemini,react,3,39.09,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,114,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3377.7,776,163,0.000107,
2,wall_close,hazard,claude,zero_shot,4,44.08,hazard,2,1,1,0,0,0,caution,,211,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,8943.1,581,300,0.006243,
2,wall_close,hazard,gpt4o,zero_shot,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,40,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2037.7,476,56,0.00322,
2,wall_close,hazard,gpt4o_mini,zero_shot,4,44.08,hazard,4,1,1,0,1,1,safe,HOVER,102,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2765.0,3243,126,0.000562,
2,wall_close,hazard,gemini,zero_shot,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,85,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2359.2,683,131,9.1e-05,
2,wall_close,hazard,claude,few_shot_3,4,44.08,hazard,3,1,1,0,0,1,caution,STOP,208,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,9010.0,791,300,0.006873,
2,wall_close,hazard,gpt4o,few_shot_3,4,44.08,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,59,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2170.0,662,75,0.004435,
2,wall_close,hazard,gpt4o_mini,few_shot_3,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,59,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2836.4,3429,79,0.000562,
2,wall_close,hazard,gemini,few_shot_3,4,44.08,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,105,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2471.0,871,153,0.000111,
2,wall_close,hazard,claude,cot,4,44.08,hazard,2,1,1,0,0,0,,,194,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,8495.8,696,300,0.006588,
2,wall_close,hazard,gpt4o,cot,4,44.08,hazard,5,1,1,1,1,1,hazard,HOVER,132,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3900.9,579,172,0.005475,
2,wall_close,hazard,gpt4o_mini,cot,4,44.08,hazard,2,1,1,0,0,0,safe,,241,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,5823.7,3346,300,0.000682,
2,wall_close,hazard,gemini,cot,4,44.08,hazard,2,1,1,0,0,0,,,218,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3075.2,790,300,0.000149,
2,wall_close,hazard,claude,structured,4,44.08,hazard,4,1,1,0,1,1,caution,HOVER,112,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,6654.6,696,220,0.005388,
2,wall_close,hazard,gpt4o,structured,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,30,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2557.4,574,93,0.004265,
2,wall_close,hazard,gpt4o_mini,structured,4,44.08,hazard,4,1,1,0,1,1,safe,HOVER,32,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2354.8,3341,96,0.000559,
2,wall_close,hazard,gemini,structured,4,44.08,hazard,5,1,1,1,1,1,hazard,HOVER,78,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2563.6,799,173,0.000112,
2,wall_close,hazard,claude,react,4,44.08,hazard,2,1,1,0,0,0,,,197,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,8907.3,681,300,0.006543,
2,wall_close,hazard,gpt4o,react,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,99,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2671.1,568,128,0.00476,
2,wall_close,hazard,gpt4o_mini,react,4,44.08,hazard,5,1,1,1,1,1,hazard,PITCH_FORWARD,108,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3468.6,3335,147,0.000588,
2,wall_close,hazard,gemini,react,4,44.08,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,114,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2464.1,776,163,0.000107,
2,wall_close,hazard,claude,zero_shot,5,39.48,hazard,3,1,1,1,0,0,hazard,,202,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,9124.7,581,300,0.006243,
2,wall_close,hazard,gpt4o,zero_shot,5,39.48,hazard,4,1,0,1,1,1,hazard,LAND,38,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2248.2,476,47,0.003085,
2,wall_close,hazard,gpt4o_mini,zero_shot,5,39.48,hazard,4,1,1,0,1,1,safe,HOVER,100,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3072.7,3243,122,0.00056,
2,wall_close,hazard,gemini,zero_shot,5,39.48,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,85,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3280.2,683,131,9.1e-05,
2,wall_close,hazard,claude,few_shot_3,5,39.48,hazard,4,1,1,1,0,1,hazard,STOP,203,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,10239.5,791,300,0.006873,
2,wall_close,hazard,gpt4o,few_shot_3,5,39.48,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,55,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,1941.8,662,71,0.004375,
2,wall_close,hazard,gpt4o_mini,few_shot_3,5,39.48,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,59,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2764.7,3429,79,0.000562,
2,wall_close,hazard,gemini,few_shot_3,5,39.48,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,105,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2360.5,871,153,0.000111,
2,wall_close,hazard,claude,cot,5,39.48,hazard,2,1,1,0,0,0,,,201,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,8452.7,696,300,0.006588,
2,wall_close,hazard,gpt4o,cot,5,39.48,hazard,5,1,1,1,1,1,hazard,HOVER,125,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3829.2,579,167,0.0054,
2,wall_close,hazard,gpt4o_mini,cot,5,39.48,hazard,3,1,1,0,0,1,safe,ASCEND,224,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,10389.0,3346,287,0.000674,
2,wall_close,hazard,gemini,cot,5,39.48,hazard,2,1,1,0,0,0,,,218,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3706.5,790,300,0.000149,
2,wall_close,hazard,claude,structured,5,39.48,hazard,4,1,1,0,1,1,caution,HOVER,93,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,5818.3,696,198,0.005058,
2,wall_close,hazard,gpt4o,structured,5,39.48,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,30,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2393.1,574,93,0.004265,
2,wall_close,hazard,gpt4o_mini,structured,5,39.48,hazard,4,1,1,0,1,1,safe,HOVER,32,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2378.6,3341,96,0.000559,
2,wall_close,hazard,gemini,structured,5,39.48,hazard,5,1,1,1,1,1,hazard,HOVER,78,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2393.7,799,173,0.000112,
2,wall_close,hazard,claude,react,5,39.48,hazard,2,1,1,0,0,0,safe,,200,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,15361.9,681,300,0.006543,
2,wall_close,hazard,gpt4o,react,5,39.48,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,109,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,3377.3,568,142,0.00497,
2,wall_close,hazard,gpt4o_mini,react,5,39.48,hazard,5,1,1,1,1,1,hazard,PITCH_FORWARD,115,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,4197.6,3335,155,0.000593,
2,wall_close,hazard,gemini,react,5,39.48,hazard,4,1,1,0,1,1,safe,PITCH_FORWARD,114,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=140/255 (none)",disabled,disabled,2563.9,776,163,0.000107,
3,object_table,caution,claude,zero_shot,1,27.77,safe,2,1,1,0,0,0,hazard,,205,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,8835.9,581,300,0.006243,
3,object_table,caution,gpt4o,zero_shot,1,27.77,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,74,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,2680.7,476,92,0.00376,
3,object_table,caution,gpt4o_mini,zero_shot,1,27.77,safe,5,1,1,1,1,1,caution,HOVER,148,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3982.0,3243,180,0.000594,
3,object_table,caution,gemini,zero_shot,1,27.77,safe,4,1,1,0,1,1,hazard,PITCH_BACK,128,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3108.7,686,163,0.0001,
3,object_table,caution,claude,few_shot_3,1,27.77,safe,2,1,1,0,0,0,,,199,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,9069.1,791,300,0.006873,
3,object_table,caution,gpt4o,few_shot_3,1,27.77,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,77,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,2927.8,662,102,0.00484,
3,object_table,caution,gpt4o_mini,few_shot_3,1,27.77,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,87,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,2804.1,3429,117,0.000585,
3,object_table,caution,gemini,few_shot_3,1,27.77,safe,4,1,1,0,1,1,hazard,PITCH_BACK,85,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,2250.3,874,115,0.0001,
3,object_table,caution,claude,cot,1,27.77,safe,2,1,1,0,0,0,,,215,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,9219.6,696,300,0.006588,
3,object_table,caution,gpt4o,cot,1,27.77,safe,3,1,1,0,0,1,hazard,HOVER,161,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3583.3,579,200,0.005895,
3,object_table,caution,gpt4o_mini,cot,1,27.77,safe,3,1,1,0,0,1,,HOLD,247,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,5324.4,3346,300,0.000682,
3,object_table,caution,gemini,cot,1,27.77,safe,2,1,1,0,0,0,,,217,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3177.1,793,300,0.000149,
3,object_table,caution,claude,structured,1,27.77,safe,4,1,1,0,1,1,hazard,HOVER,133,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,6988.2,696,263,0.006033,
3,object_table,caution,gpt4o,structured,1,27.77,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,42,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3144.5,574,114,0.00458,
3,object_table,caution,gpt4o_mini,structured,1,27.77,safe,4,1,1,0,1,1,safe,HOVER,53,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3480.2,3341,125,0.000576,
3,object_table,caution,gemini,structured,1,27.77,safe,4,1,1,0,1,1,hazard,HOVER,114,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3124.5,802,230,0.000129,
3,object_table,caution,claude,react,1,27.77,safe,0,0,0,0,0,0,,,0,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,60527.5,0,0,0.0,The read operation timed out
3,object_table,caution,gpt4o,react,1,27.77,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,121,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3017.1,568,149,0.005075,
3,object_table,caution,gpt4o_mini,react,1,27.77,safe,5,1,1,1,1,1,caution,HOVER,116,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3881.5,3335,160,0.000596,
3,object_table,caution,gemini,react,1,27.77,safe,3,1,1,0,0,1,hazard,ASCEND,198,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3052.3,779,272,0.00014,
3,object_table,caution,claude,zero_shot,2,37.06,safe,0,0,0,0,0,0,,,0,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,60521.6,0,0,0.0,The read operation timed out
3,object_table,caution,gpt4o,zero_shot,2,37.06,safe,4,1,1,0,1,1,safe,PITCH_FORWARD,90,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,2892.6,476,110,0.00403,
3,object_table,caution,gpt4o_mini,zero_shot,2,37.06,safe,5,1,1,1,1,1,caution,HOVER,114,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",disabled,disabled,3686.5,3243,137,0.000569,
