strategy,model,seq,frame_num,scene_label,expected_risk,call_source,in_hazard,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,latency_ms,cost_usd,reply,error
hybrid,claude,4,1,door_open,safe,scheduled,0,YOLO detections: none,uncertain (open room safe path),unknown,0.2037,safe,1,6275.8,0.004557,"Description: The image shows a large industrial or warehouse-like interior space with metal shelving/racking units on both sides and an open corridor visible ahead; a glass partition/door frame is visible in the foreground but appears to have an open or navigable passage through it.

Proximity: The shelving structures are to the sides and appear to be more than 2m away; the glass door frame is close but shows open space beyond, suggesting a navigable opening. No immediate obstacles detected at ~1m altitude in the direct forward path.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
hybrid,claude,4,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,caution,0,6451.2,0.004959,"Description: A person is standing in the center of a cluttered indoor workshop/storage room, with a white plastic chair visible to the left and various shelving/equipment in the background. The scene is somewhat dim and grainy (low-quality camera), with the person appearing to be roughly 3-4 meters away based on their relative size in the frame.

Proximity: The person visually appears to be approximately 3-4m away — the YOLO chair estimate of ~0.72m appears to be an overestimate given the chair's apparent size and position in the image. The person is not immediately close to the drone.

Risk: caution

Pilot suggested action: HOVER",
hybrid,claude,4,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,hazard,1,6148.8,0.005604,"Description: A person is standing in the center of the frame in what appears to be a cluttered workshop or storage room, with a white plastic chair visible to the left and shelving/equipment in the background. The scene is somewhat dim and grainy, consistent with the CLIP ""cluttered room"" label; the chair YOLO detection at ~0.72m is plausible but the person appears to be the more significant obstacle, visually estimated at roughly 2–3m away.

Proximity: The person appears to be approximately 2–3m ahead at drone flight altitude (~1m), placing them at the edge of the hazard/caution boundary. The chair is off to the left side and while YOLO estimates ~0.72m, it appears to be near the left edge and not directly in the forward flight path.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,claude,5,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,caution,0,6233.5,0.005136,"Description: The image shows an industrial/warehouse interior with aluminum-framed glass partitions and a corridor visible beyond. The YOLO-detected ""window"" with est_dist ~0.3m is contradicted by the image — the glass partition appears several meters away, and space/corridor is visible through and beyond it. The CLIP ""wall blocking path"" label is also misleading; this appears to be a navigable glass partition structure with open space beyond.

Proximity: The glass partition/framing structure appears visually at approximately 3-5m distance, not 0.3m as YOLO suggests — the bounding-box heuristic is clearly unreliable here.

Risk: caution

Pilot suggested action: HOVER",
hybrid,claude,5,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,6147.0,0.005019,"Description: A person is standing very close to the camera/drone, occupying most of the frame and clearly within arm's reach; the image is also quite grainy/dark with a cluttered room visible in the background. The YOLO chair detection at ~0.75m is plausible, but it is largely irrelevant given the person dominates the immediate foreground at what appears to be well under 1m.

Proximity: The person appears to be approximately 0.5–1m away based on how large they fill the frame — visually confirming a very close proximity that represents a direct obstruction in the flight path.

Risk: hazard

Pilot suggested action: PITCH_BACK",
hybrid,claude,5,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,5847.3,0.004959,"Description: A person is standing directly in front of the camera, occupying the center of the frame at close range; they appear large and fill much of the image, indicating they are very close to the drone. A chair is visible to the left in the background, consistent with YOLO's detection, and the overall scene is a cluttered indoor room.

Proximity: The person appears to be approximately 1–1.5m away visually, which is very close and directly in the flight path at ~1m altitude. The YOLO chair estimate of ~0.75m is plausible given its size in frame.

Risk: hazard

Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,1,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,5455.2,0.00496,"Description: The image shows a room with a glass door or partition, and tables or desks aligned in rows. The path at ~1m altitude appears clear, and the glass partition is navigable.
Proximity: The glass partition is approximately 0.3m away, but it is not blocking the flight path.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,1,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,3719.8,0.00478,"Description: The image shows a cluttered room with a person bending forward and a plastic chair in the background. The scene appears dimly lit.
Proximity: The person appears to be close, possibly within 1 meter, while the chair is further back.
Risk: Hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,1,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,3282.0,0.00478,"Description: The image shows a cluttered room with a person bending forward and a plastic chair in the background. The scene appears dimly lit.
Proximity: The person appears to be close, possibly within 1 meter, while the chair is further back.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,2,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.2052,safe,1,4147.6,0.004915,"Description: The image shows an open room with a clear path at approximately 1m altitude. There is a glass partition or window on the right side, and tables or counters are visible in the background.
Proximity: The path ahead appears clear and open, with no immediate obstacles within 2m.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,2,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,hazard,1,3404.1,0.00488,"Description: The image shows a cluttered room with a person bending forward and a chair in the background. The person appears to be close to the camera.
Proximity: The person is visually close, likely within 1 meter.
Risk: Hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,2,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,hazard,1,3780.8,0.005,"Description: The image shows a cluttered room with a person bending forward in the foreground and a chair in the background. The room appears to have various objects and furniture.
Proximity: The person is very close to the drone, likely less than 1 meter away.
Risk: Hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,3,1,door_open,safe,scheduled,0,YOLO detections: none,open room safe path,safe,0.2056,safe,1,5579.1,0.00478,"Description: The image shows an open room with a clear path at approximately 1m altitude. There are tables and chairs, but they are below the drone's flight path. A glass partition is visible, indicating a navigable opening.
Proximity: The path ahead is clear, with no obstacles within 2m.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,3,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,3527.6,0.00493,"Description: The image shows a person standing in a cluttered room with various objects and furniture, including a chair. The room appears to have a lot of items at different heights, but the path at ~1m altitude seems clear.
Proximity: The person appears to be more than 3 meters away.
Risk: Caution
Pilot suggested action: HOVER",
hybrid,gpt4o,3,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,3994.4,0.00493,"Description: The image shows a person standing in a cluttered room with various objects and furniture, including a chair. The room appears to have a lot of items at different heights, but the path at ~1m altitude seems clear.
Proximity: The person appears to be more than 3 meters away.
Risk: Caution
Pilot suggested action: HOVER",
hybrid,gpt4o,4,1,door_open,safe,scheduled,0,YOLO detections: none,uncertain (open room safe path),unknown,0.2037,safe,1,4169.9,0.00463,"Description: The image shows an open room with a clear path at approximately 1m altitude. There are tables and a glass partition, but they do not obstruct the flight path.
Proximity: The path ahead is clear, with no obstacles within 2m.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,4,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,caution,0,2619.7,0.0049,"Description: The image shows a cluttered room with various objects, including a chair. The scene appears dimly lit, and there is a person standing in the background.
Proximity: The person appears to be more than 3 meters away, and the chair is not directly in the flight path.
Risk: Caution
Pilot suggested action: HOVER",
hybrid,gpt4o,4,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,caution,0,3336.0,0.0049,"Description: The image shows a cluttered room with various objects, including a chair. The scene appears dimly lit, and there is a person standing in the background.
Proximity: The person appears to be more than 3 meters away, and the chair is not directly in the flight path.
Risk: Caution
Pilot suggested action: HOVER",
hybrid,gpt4o,5,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,3741.1,0.004945,"Description: The image shows a room with a glass door or partition, and tables or desks aligned in rows. The path at ~1m altitude appears clear, and the glass partition is navigable.
Proximity: The glass partition is approximately 0.3m away, but it is not blocking the path.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,5,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,3718.3,0.00478,"Description: The image shows a cluttered room with a person bending forward and a plastic chair in the background. The scene appears dimly lit.
Proximity: The person appears to be close, possibly within 1 meter, while the chair is further back.
Risk: Hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o,5,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,3172.9,0.00478,"Description: The image shows a cluttered room with a person bending forward and a plastic chair in the background. The scene appears dimly lit.
Proximity: The person appears to be close, possibly within 1 meter, while the chair is further back.
Risk: Hazard
Pilot suggested action: PITCH_BACK",
hybrid,gpt4o_mini,1,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,4253.3,0.00059,"Description: The image shows an indoor space with a doorway leading to another area. The YOLO detection indicates a window, but the scene appears open and navigable, contradicting the CLIP label of ""wall blocking path."" There is no immediate obstruction in the flight path at ~1m altitude.  
Proximity: The nearest objects appear to be at least 1-2 meters away, with the doorway providing a clear passage.  
Risk: safe  
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,1,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,3408.3,0.000588,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair within proximity, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person appears to be at least 3 meters away, while the chair is also not directly in the flight path.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,1,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,3794.2,0.000584,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair within proximity, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person appears to be at least 3 meters away based on visual assessment.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,1,7,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,4142.3,0.000588,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair nearby, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person looks to be at least 3 meters away, and the flight path appears clear at ~1m altitude.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,2,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.2052,safe,1,4086.4,0.000585,"Description: The image shows an open room with glass partitions and a clear flight path ahead. The YOLO detection indicates a window, but the estimated distance seems inaccurate as the window appears to be further than 2m away. There are no obstacles directly in the flight path at ~1m altitude.  
Proximity: Approximately 2.5m to 3m from the nearest object.  
Risk: safe  
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,2,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,safe,0,3791.5,0.000599,"Description: The image shows a cluttered indoor room with a person in a bent position and a chair in the background. The YOLO detection indicates the person is closer than they appear, but visually they seem to be more than 3 meters away, which contradicts the estimate. The room appears dimly lit and cluttered, aligning with the CLIP scene label. 

Proximity: The person appears to be more than 3 meters away based on visual assessment.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,2,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,caution,0,3737.3,0.000598,"Description: The image shows a cluttered room with a person in the foreground and a chair in the background. The YOLO detection for the person suggests they are closer than they appear, as they seem to be more than 3m away visually. The scene is dimly lit, contributing to a cluttered environment.  
Proximity: The person appears to be more than 3m away, while the chair is also not in the direct flight path.  
Risk: caution  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,3,1,door_open,safe,scheduled,0,YOLO detections: none,open room safe path,safe,0.2056,safe,1,4584.8,0.000581,"Description: The image shows an open room with glass partitions and no visible obstacles in the flight path at approximately 1m altitude. There are no YOLO detections, but the CLIP label indicates a safe path. There is no discrepancy between the visual assessment and the CLIP label, as the scene appears clear for navigation.

Proximity: The flight path appears clear with no obstacles within 2m.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,3,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,3348.2,0.000598,"Description: The image shows a cluttered room with a person standing in the center and a chair visible in the background. The YOLO detection indicates a chair at a distance of approximately 0.74m, but the person appears to be further away than that estimate suggests. The scene is dimly lit, contributing to a cluttered environment. 

Proximity: The person appears to be more than 3m away, while the chair is likely at a distance of around 1m based on visual assessment.

Risk: caution

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,3,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,3449.7,0.000604,"Description: The image shows a cluttered indoor room with a person standing in the center and a chair visible in the background. The YOLO detection indicates a chair at a distance of approximately 0.74m, but the person appears to be further away than that estimate suggests, likely more than 3m from the drone. The scene is dimly lit, contributing to a cluttered appearance. 

Proximity: The person appears to be more than 3m away, while the chair is also not directly in the flight path at 1m altitude.

Risk: caution

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,4,1,door_open,safe,scheduled,0,YOLO detections: none,uncertain (open room safe path),unknown,0.2037,safe,1,4367.2,0.000593,"Description: The image shows an open room with a clear flight path at approximately 1m altitude. There are no visible obstacles directly in the flight path, and the scene is well-lit. YOLO detections indicate none, but the visual assessment confirms the path is clear. The CLIP label suggests uncertainty, but this does not contradict the visual evidence. 

Proximity: The nearest objects appear to be more than 3m away, with no people or obstacles close to the drone's flight path.

Risk: safe  
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,4,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,caution,0,3350.9,0.000594,"Description: The image shows a cluttered indoor room with a person standing in the center and a chair visible in the background. The YOLO detection indicates the chair is approximately 0.72m away, but the person appears to be further back, likely more than 3m away, which contradicts the YOLO estimate. 

Proximity: The person appears to be more than 3m away, while the chair is within the flight path but not directly blocking it.

Risk: caution  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,4,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,caution,0,4318.6,0.000596,"Description: The image shows a cluttered indoor room with a person standing in the center and a chair visible in the background. The YOLO detection indicates the chair is approximately 0.72m away, but the person appears to be further back, likely more than 3m away, which contradicts the YOLO estimate. 

Proximity: The person appears to be more than 3m away from the drone, while the chair is within the flight path but not directly obstructing it.

Risk: caution  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,5,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,3831.9,0.000585,"Description: The image shows an indoor space with a doorway leading to another area. The YOLO detection indicates a window, but the scene appears open and navigable, contradicting the CLIP label of ""wall blocking path."" There is no immediate obstruction in the flight path at ~1m altitude.  
Proximity: The nearest objects appear to be at least 2-3 meters away.  
Risk: safe  
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,5,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,3420.4,0.000584,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair within proximity, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person appears to be at least 3 meters away based on visual assessment.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,5,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,4095.2,0.000588,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair nearby, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person looks to be at least 3 meters away, and the flight path appears clear at ~1m altitude.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,5,7,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,safe,0,3277.4,0.000584,"Description: The image shows a cluttered indoor room with a person kneeling down and a chair visible in the background. The YOLO detection indicates a chair within proximity, but the person appears to be more than 3 meters away, contradicting the YOLO estimate of <1m. 
Proximity: The person appears to be at least 3 meters away based on visual assessment.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,1,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,2697.0,9.9e-05,"Description: I see an open doorway or window with a view into a large room or hallway beyond. The YOLO detection of ""window"" is consistent with the image, and the CLIP label ""wall blocking path"" is incorrect as the path is clearly open.
Proximity: The opening is very close, likely within 0.5m, but it is navigable.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,1,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,2325.1,9.3e-05,"Description: I see a person in the foreground, very close to the drone, bending over. A white chair is visible in the background to the left. The room appears cluttered.
Proximity: The person is very close, likely within 0.5m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,1,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,2315.3,9.2e-05,"Description: I see a person in the foreground, very close to the drone, bending over. A white chair is visible in the background to the left. The room appears cluttered.
Proximity: Very close (less than 1m)
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,2,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.2052,safe,1,2017.1,0.000105,"Description: I see an open doorway or partition on the right, leading into a larger room with what appears to be tables or equipment. The YOLO detection of ""window"" with an estimated distance of 2.46m seems to refer to this open area, which is navigable. The CLIP label ""open room safe path"" aligns with the visual assessment.
Proximity: The open doorway/partition is immediately to the right, but the path ahead appears clear.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,2,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,hazard,1,1962.0,0.000105,"Description: A person is directly in front of the drone, bending over. A chair is visible to the left, further back. The CLIP label ""cluttered room obstacles"" is consistent with the background. YOLO's est_dist for the person (~0.31m) seems accurate given their size in the frame.
Proximity: Person is very close, less than 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,2,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.2057,hazard,1,2364.4,0.000105,"Description: A person is directly in front of the drone, bending over. A chair is visible to the left, further back. The CLIP label ""cluttered room obstacles"" is consistent with the background. YOLO's est_dist for the person (~0.31m) seems accurate given their size in the frame.
Proximity: Person is very close, less than 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,3,1,door_open,safe,scheduled,0,YOLO detections: none,open room safe path,safe,0.2056,safe,1,2318.1,8.8e-05,"Description: The image shows an indoor scene with a glass partition or door on the right, leading into what appears to be an open room or corridor. The path ahead at ~1m altitude appears clear.
Proximity: Clear path ahead.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,3,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,4080.5,0.0001,"Description: I see a person standing in the center of the frame, with a white chair to the left. The CLIP label ""cluttered room obstacles"" is consistent with the background. YOLO detected a chair, but not the person.
Proximity: The person appears to be about 2-3 meters away. The chair is further back, about 3-4 meters away.
Risk: caution
Pilot suggested action: HOVER",
hybrid,gemini,3,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,0.2065,caution,0,2345.1,0.0001,"Description: I see a person standing in the center of the frame, with a white chair to the left. The CLIP label ""cluttered room obstacles"" is consistent with the background. YOLO detected a chair, but not the person.
Proximity: The person appears to be about 2-3 meters away. The chair is further back, about 3-4 meters away.
Risk: caution
Pilot suggested action: HOVER",
hybrid,gemini,4,1,door_open,safe,scheduled,0,YOLO detections: none,uncertain (open room safe path),unknown,0.2037,safe,1,2256.7,9.5e-05,"Description: The image shows an indoor scene with a glass partition or doorway on the right, and what appears to be a room with tables or shelves on the left. The lighting is somewhat dim.
Proximity: The glass partition/doorway appears to be within 1-2 meters, but it is an opening. The room beyond appears clear.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,4,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,hazard,1,2229.3,9.8e-05,"Description: I see a person standing in the center of the frame, directly in the flight path. A white chair is visible to the left of the person. The room appears somewhat cluttered in the background.
Proximity: The person is very close, likely within 1-2 meters. The chair is also close, within 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,4,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.47, est_dist~0.72m [advisory], bbox=[55.3,139.8,113.9,239.8])",cluttered room obstacles,caution,0.2062,hazard,1,1808.9,9.8e-05,"Description: I see a person standing in the center of the frame, directly in the flight path. A white chair is visible to the left of the person. The room appears somewhat cluttered in the background.
Proximity: The person is very close, likely within 1-2 meters. The chair is also close, within 1 meter.
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,5,1,door_open,safe,scheduled,0,"YOLO detections: window (conf=0.29, est_dist~0.3m [advisory], bbox=[0.7,0.2,319.5,239.5])",wall blocking path,hazard,0.2043,safe,1,2602.1,9.9e-05,"Description: I see an open doorway or window with a view into a large room or hallway beyond. The YOLO detection of ""window"" is consistent with the image, and the CLIP label ""wall blocking path"" is incorrect as the path is clearly open.
Proximity: The opening is very close, likely within 0.5m, but it is navigable.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,5,3,person_near,hazard,yolo,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,2298.4,9.2e-05,"Description: I see a person in the foreground, very close to the drone, bending over. A white chair is visible in the background to the left. The room appears cluttered.
Proximity: Very close (less than 1m)
Risk: hazard
Pilot suggested action: PITCH_BACK",
hybrid,gemini,5,6,person_near,hazard,scheduled,1,"YOLO detections: chair (conf=0.59, est_dist~0.75m [advisory], bbox=[44.5,136.6,108.6,232.4])",cluttered room obstacles,caution,0.2084,hazard,1,1833.3,9.3e-05,"Description: I see a person in the foreground, very close to the drone, bending over. A white chair is visible in the background to the left. The room appears cluttered.
Proximity: The person is very close, likely within 0.5m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
