scene_id,scene_label,truth,model,technique,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
2,wall_close,hazard,claude,cot,1,3,1,1,1,0,0,hazard,,168,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7891.0,366,300,0.005598,
2,wall_close,hazard,gpt4o,cot,1,5,1,1,1,1,1,hazard,PITCH_BACK,101,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3061.1,293,142,0.003595,
2,wall_close,hazard,gpt4o_mini,cot,1,3,1,1,0,0,1,caution,HOVER,171,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5735.9,3060,225,0.000594,
2,wall_close,hazard,gemini,cot,1,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2458.7,490,180,9.1e-05,
2,wall_close,hazard,claude,structured,1,5,1,1,1,1,1,hazard,PITCH_BACK,41,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3378.5,358,118,0.002844,
2,wall_close,hazard,gpt4o,structured,1,4,1,1,0,1,1,caution,PITCH_BACK,29,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2762.2,278,78,0.00256,
2,wall_close,hazard,gpt4o_mini,structured,1,5,1,1,1,1,1,hazard,HOVER,30,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2968.9,3045,81,0.000505,
2,wall_close,hazard,gemini,structured,1,5,1,1,1,1,1,hazard,PITCH_BACK,45,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2050.8,484,110,6.9e-05,
2,wall_close,hazard,claude,react,1,2,1,1,0,0,0,safe,,183,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8294.6,358,300,0.005574,
2,wall_close,hazard,gpt4o,react,1,5,1,1,1,1,1,hazard,PITCH_BACK,102,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,4297.2,285,143,0.00357,
2,wall_close,hazard,gpt4o_mini,react,1,5,1,1,1,1,1,hazard,HOVER,104,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3379.6,3052,147,0.000546,
2,wall_close,hazard,gemini,react,1,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2063.9,480,207,9.8e-05,
2,wall_close,hazard,claude,zero_shot,2,4,1,1,1,0,1,hazard,PITCH_BACK,183,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8050.5,270,274,0.00492,
2,wall_close,hazard,gpt4o,zero_shot,2,5,1,1,1,1,1,hazard,PITCH_BACK,49,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2302.0,206,62,0.00196,
2,wall_close,hazard,gpt4o_mini,zero_shot,2,5,1,1,1,1,1,hazard,HOVER,57,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2451.6,2973,74,0.00049,
2,wall_close,hazard,gemini,zero_shot,2,5,1,1,1,1,1,hazard,PITCH_BACK,76,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1920.1,399,105,6.1e-05,
2,wall_close,hazard,claude,few_shot_3,2,5,1,1,1,1,1,hazard,PITCH_BACK,116,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,6737.5,461,184,0.004143,
2,wall_close,hazard,gpt4o,few_shot_3,2,5,1,1,1,1,1,hazard,PITCH_BACK,47,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2612.4,373,63,0.00281,
2,wall_close,hazard,gpt4o_mini,few_shot_3,2,5,1,1,1,1,1,hazard,PITCH_BACK,51,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2832.9,3140,70,0.000513,
2,wall_close,hazard,gemini,few_shot_3,2,5,1,1,1,1,1,hazard,PITCH_BACK,23,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1778.6,569,37,5.4e-05,
2,wall_close,hazard,claude,cot,2,3,1,1,1,0,0,hazard,,174,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7984.7,366,300,0.005598,
2,wall_close,hazard,gpt4o,cot,2,5,1,1,1,1,1,hazard,PITCH_BACK,99,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2967.3,293,143,0.00361,
2,wall_close,hazard,gpt4o_mini,cot,2,3,1,1,0,0,1,caution,HOVER,173,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,4504.1,3060,225,0.000594,
2,wall_close,hazard,gemini,cot,2,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2155.6,490,180,9.1e-05,
2,wall_close,hazard,claude,structured,2,5,1,1,1,1,1,hazard,PITCH_BACK,42,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3449.5,358,119,0.002859,
2,wall_close,hazard,gpt4o,structured,2,4,1,1,0,1,1,caution,PITCH_BACK,29,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2894.7,278,78,0.00256,
2,wall_close,hazard,gpt4o_mini,structured,2,5,1,1,1,1,1,hazard,HOVER,30,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2866.9,3045,81,0.000505,
2,wall_close,hazard,gemini,structured,2,5,1,1,1,1,1,hazard,PITCH_BACK,33,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2464.0,484,96,6.5e-05,
2,wall_close,hazard,claude,react,2,3,1,1,1,0,0,hazard,,179,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8392.7,358,300,0.005574,
2,wall_close,hazard,gpt4o,react,2,5,1,1,1,1,1,hazard,PITCH_BACK,106,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3892.2,285,147,0.00363,
2,wall_close,hazard,gpt4o_mini,react,2,4,1,1,0,1,1,caution,HOVER,111,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3887.1,3052,153,0.00055,
2,wall_close,hazard,gemini,react,2,5,1,1,1,1,1,hazard,PITCH_BACK,116,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2975.0,480,189,9.3e-05,
2,wall_close,hazard,claude,zero_shot,3,5,1,1,1,1,1,hazard,PITCH_BACK,147,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7509.7,270,228,0.00423,
2,wall_close,hazard,gpt4o,zero_shot,3,4,1,1,0,1,1,caution,PITCH_BACK,46,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2558.2,206,60,0.00193,
2,wall_close,hazard,gpt4o_mini,zero_shot,3,5,1,1,1,1,1,hazard,HOVER,57,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2967.8,2973,74,0.00049,
2,wall_close,hazard,gemini,zero_shot,3,5,1,1,1,1,1,hazard,PITCH_BACK,76,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2257.0,399,105,6.1e-05,
2,wall_close,hazard,claude,few_shot_3,3,5,1,1,1,1,1,hazard,PITCH_BACK,88,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5323.5,461,138,0.003453,
2,wall_close,hazard,gpt4o,few_shot_3,3,5,1,1,1,1,1,hazard,PITCH_BACK,47,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2556.6,373,63,0.00281,
2,wall_close,hazard,gpt4o_mini,few_shot_3,3,5,1,1,1,1,1,hazard,PITCH_BACK,51,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2866.8,3140,70,0.000513,
2,wall_close,hazard,gemini,few_shot_3,3,5,1,1,1,1,1,hazard,PITCH_BACK,18,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1744.1,569,31,5.2e-05,
2,wall_close,hazard,claude,cot,3,3,1,1,1,0,0,hazard,,165,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8093.0,366,300,0.005598,
2,wall_close,hazard,gpt4o,cot,3,5,1,1,1,1,1,hazard,PITCH_BACK,106,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2758.2,293,150,0.003715,
2,wall_close,hazard,gpt4o_mini,cot,3,3,1,1,0,0,1,caution,HOVER,169,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,4505.0,3060,223,0.000593,
2,wall_close,hazard,gemini,cot,3,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2461.6,490,180,9.1e-05,
2,wall_close,hazard,claude,structured,3,5,1,1,1,1,1,hazard,PITCH_BACK,44,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3581.9,358,119,0.002859,
2,wall_close,hazard,gpt4o,structured,3,4,1,1,0,1,1,caution,PITCH_BACK,29,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2246.2,278,78,0.00256,
2,wall_close,hazard,gpt4o_mini,structured,3,5,1,1,1,1,1,hazard,HOVER,30,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3692.3,3045,81,0.000505,
2,wall_close,hazard,gemini,structured,3,5,1,1,1,1,1,hazard,PITCH_BACK,45,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1945.8,484,110,6.9e-05,
2,wall_close,hazard,claude,react,3,3,1,1,1,0,0,hazard,,187,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8602.2,358,300,0.005574,
2,wall_close,hazard,gpt4o,react,3,5,1,1,1,1,1,hazard,PITCH_BACK,100,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3375.8,285,139,0.00351,
2,wall_close,hazard,gpt4o_mini,react,3,4,1,1,0,1,1,caution,HOVER,112,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3277.3,3052,154,0.00055,
2,wall_close,hazard,gemini,react,3,5,1,1,1,1,1,hazard,PITCH_BACK,116,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2460.5,480,189,9.3e-05,
2,wall_close,hazard,claude,zero_shot,4,4,1,1,1,0,1,hazard,PITCH_BACK,153,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7495.2,270,222,0.00414,
2,wall_close,hazard,gpt4o,zero_shot,4,4,1,1,0,1,1,caution,HOVER,52,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3061.4,206,63,0.001975,
2,wall_close,hazard,gpt4o_mini,zero_shot,4,5,1,1,1,1,1,hazard,HOVER,84,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3379.5,2973,108,0.000511,
2,wall_close,hazard,gemini,zero_shot,4,5,1,1,1,1,1,hazard,PITCH_BACK,76,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1746.3,399,105,6.1e-05,
2,wall_close,hazard,claude,few_shot_3,4,5,1,1,1,1,1,hazard,PITCH_BACK,134,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7164.5,461,228,0.004803,
2,wall_close,hazard,gpt4o,few_shot_3,4,5,1,1,1,1,1,hazard,PITCH_BACK,40,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2352.7,373,55,0.00269,
2,wall_close,hazard,gpt4o_mini,few_shot_3,4,5,1,1,1,1,1,hazard,PITCH_BACK,51,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2662.6,3140,70,0.000513,
2,wall_close,hazard,gemini,few_shot_3,4,5,1,1,1,1,1,hazard,PITCH_BACK,18,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1845.5,569,31,5.2e-05,
2,wall_close,hazard,claude,cot,4,3,1,1,1,0,0,hazard,,178,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8499.2,366,300,0.005598,
2,wall_close,hazard,gpt4o,cot,4,5,1,1,1,1,1,hazard,PITCH_BACK,105,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3478.9,293,149,0.0037,
2,wall_close,hazard,gpt4o_mini,cot,4,4,1,1,1,0,1,hazard,DESCEND,176,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5120.1,3060,235,0.0006,
2,wall_close,hazard,gemini,cot,4,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2456.7,490,180,9.1e-05,
2,wall_close,hazard,claude,structured,4,5,1,1,1,1,1,hazard,PITCH_BACK,45,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3586.7,358,122,0.002904,
2,wall_close,hazard,gpt4o,structured,4,4,1,1,0,1,1,caution,PITCH_BACK,29,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2556.7,278,78,0.00256,
2,wall_close,hazard,gpt4o_mini,structured,4,5,1,1,1,1,1,hazard,HOVER,30,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2970.1,3045,81,0.000505,
2,wall_close,hazard,gemini,structured,4,5,1,1,1,1,1,hazard,PITCH_BACK,33,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1949.1,484,96,6.5e-05,
2,wall_close,hazard,claude,react,4,3,1,1,1,0,0,hazard,,186,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8402.0,358,300,0.005574,
2,wall_close,hazard,gpt4o,react,4,5,1,1,1,1,1,hazard,PITCH_BACK,106,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3474.2,285,146,0.003615,
2,wall_close,hazard,gpt4o_mini,react,4,5,1,1,1,1,1,hazard,HOVER,119,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,4095.7,3052,166,0.000557,
2,wall_close,hazard,gemini,react,4,5,1,1,1,1,1,hazard,PITCH_BACK,131,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2960.4,480,207,9.8e-05,
2,wall_close,hazard,claude,zero_shot,5,4,1,1,1,0,1,hazard,PITCH_BACK,162,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8318.1,270,269,0.004845,
2,wall_close,hazard,gpt4o,zero_shot,5,4,1,1,0,1,1,caution,HOVER,35,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2045.4,206,44,0.00169,
2,wall_close,hazard,gpt4o_mini,zero_shot,5,5,1,1,1,1,1,hazard,HOVER,57,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2764.1,2973,74,0.00049,
2,wall_close,hazard,gemini,zero_shot,5,5,1,1,1,1,1,hazard,PITCH_BACK,76,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2154.9,399,105,6.1e-05,
2,wall_close,hazard,claude,few_shot_3,5,5,1,1,1,1,1,hazard,PITCH_BACK,134,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7241.6,461,218,0.004653,
2,wall_close,hazard,gpt4o,few_shot_3,5,4,1,1,0,1,1,caution,PITCH_BACK,51,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2381.7,373,85,0.00314,
2,wall_close,hazard,gpt4o_mini,few_shot_3,5,5,1,1,1,1,1,hazard,PITCH_BACK,31,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2352.5,3140,46,0.000499,
2,wall_close,hazard,gemini,few_shot_3,5,5,1,1,1,1,1,hazard,PITCH_BACK,23,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1949.9,569,37,5.4e-05,
2,wall_close,hazard,claude,cot,5,2,1,1,0,0,0,,,171,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,8291.8,366,299,0.005583,
2,wall_close,hazard,gpt4o,cot,5,5,1,1,1,1,1,hazard,PITCH_BACK,101,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3377.8,293,142,0.003595,
2,wall_close,hazard,gpt4o_mini,cot,5,3,1,1,0,0,1,caution,HOVER,171,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,4812.6,3060,225,0.000594,
2,wall_close,hazard,gemini,cot,5,5,1,1,1,1,1,hazard,PITCH_BACK,141,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2461.7,490,197,9.6e-05,
2,wall_close,hazard,claude,structured,5,5,1,1,1,1,1,hazard,PITCH_BACK,41,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3378.2,358,120,0.002874,
2,wall_close,hazard,gpt4o,structured,5,4,1,1,0,1,1,caution,PITCH_BACK,29,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2248.4,278,78,0.00256,
2,wall_close,hazard,gpt4o_mini,structured,5,5,1,1,1,1,1,hazard,HOVER,30,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2970.2,3045,81,0.000505,
2,wall_close,hazard,gemini,structured,5,5,1,1,1,1,1,hazard,PITCH_BACK,33,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1856.2,484,96,6.5e-05,
2,wall_close,hazard,claude,react,5,3,1,1,1,0,0,hazard,,164,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7732.9,358,299,0.005559,
2,wall_close,hazard,gpt4o,react,5,5,1,1,1,1,1,hazard,PITCH_BACK,91,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3005.1,285,131,0.00339,
2,wall_close,hazard,gpt4o_mini,react,5,4,1,1,0,1,1,caution,HOVER,112,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3689.2,3052,154,0.00055,
2,wall_close,hazard,gemini,react,5,5,1,1,1,1,1,hazard,PITCH_BACK,116,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2033.2,480,189,9.3e-05,
3,object_table,caution,claude,zero_shot,1,4,1,1,1,0,1,caution,ASCEND,183,YOLO detections: none,cluttered room obstacles,caution,8227.0,235,277,0.00486,
3,object_table,caution,gpt4o,zero_shot,1,4,1,0,1,1,1,caution,HOVER,47,YOLO detections: none,cluttered room obstacles,caution,2352.3,170,59,0.001735,
3,object_table,caution,gpt4o_mini,zero_shot,1,4,1,0,1,1,1,caution,HOVER,56,YOLO detections: none,cluttered room obstacles,caution,2764.6,2937,69,0.000482,
3,object_table,caution,gemini,zero_shot,1,5,1,1,1,1,1,caution,ASCEND,140,YOLO detections: none,cluttered room obstacles,caution,2665.8,357,168,7.7e-05,
3,object_table,caution,claude,few_shot_3,1,4,1,1,1,0,1,caution,HOVER,162,YOLO detections: none,cluttered room obstacles,caution,9114.0,426,259,0.005163,
3,object_table,caution,gpt4o,few_shot_3,1,5,1,1,1,1,1,caution,HOVER,48,YOLO detections: none,cluttered room obstacles,caution,3169.8,337,69,0.00272,
3,object_table,caution,gpt4o_mini,few_shot_3,1,5,1,1,1,1,1,caution,HOVER,29,YOLO detections: none,cluttered room obstacles,caution,2560.5,3104,41,0.00049,
3,object_table,caution,gemini,few_shot_3,1,4,1,0,1,1,1,caution,HOVER,15,YOLO detections: none,cluttered room obstacles,caution,1743.4,527,22,4.6e-05,
3,object_table,caution,claude,cot,1,2,1,1,0,0,0,safe,,181,YOLO detections: none,cluttered room obstacles,caution,7474.1,331,299,0.005478,
3,object_table,caution,gpt4o,cot,1,5,1,1,1,1,1,caution,HOVER,116,YOLO detections: none,cluttered room obstacles,caution,3274.3,257,153,0.00358,
3,object_table,caution,gpt4o_mini,cot,1,5,1,1,1,1,1,caution,HOVER,107,YOLO detections: none,cluttered room obstacles,caution,4812.3,3024,140,0.000538,
3,object_table,caution,gemini,cot,1,3,1,1,0,0,1,hazard,PITCH_BACK,207,YOLO detections: none,cluttered room obstacles,caution,2872.1,448,273,0.000115,
3,object_table,caution,claude,structured,1,5,1,1,1,1,1,caution,ASCEND,55,YOLO detections: none,cluttered room obstacles,caution,5117.8,323,142,0.003099,
3,object_table,caution,gpt4o,structured,1,5,1,1,1,1,1,caution,HOVER,29,YOLO detections: none,cluttered room obstacles,caution,2454.0,242,84,0.00247,
3,object_table,caution,gpt4o_mini,structured,1,5,1,1,1,1,1,caution,HOVER,30,YOLO detections: none,cluttered room obstacles,caution,3276.5,3009,82,0.000501,
3,object_table,caution,gemini,structured,1,5,1,1,1,1,1,caution,HOVER,37,YOLO detections: none,cluttered room obstacles,caution,1744.6,442,98,6.3e-05,
3,object_table,caution,claude,react,1,2,1,1,0,0,0,hazard,,181,YOLO detections: none,cluttered room obstacles,caution,8191.0,323,300,0.005469,
3,object_table,caution,gpt4o,react,1,4,1,0,1,1,1,caution,HOVER,114,YOLO detections: none,cluttered room obstacles,caution,3683.5,249,145,0.00342,
3,object_table,caution,gpt4o_mini,react,1,5,1,1,1,1,1,caution,HOVER,96,YOLO detections: none,cluttered room obstacles,caution,3811.5,3016,127,0.000529,
3,object_table,caution,gemini,react,1,5,1,1,1,1,1,caution,HOVER,144,YOLO detections: none,cluttered room obstacles,caution,2642.3,438,177,8.6e-05,
3,object_table,caution,claude,zero_shot,2,3,1,1,0,0,1,hazard,HOVER,164,YOLO detections: none,cluttered room obstacles,caution,7794.5,235,259,0.00459,
3,object_table,caution,gpt4o,zero_shot,2,5,1,1,1,1,1,caution,HOVER,49,YOLO detections: none,cluttered room obstacles,caution,2538.5,170,61,0.001765,
3,object_table,caution,gpt4o_mini,zero_shot,2,4,1,0,1,1,1,caution,HOVER,56,YOLO detections: none,cluttered room obstacles,caution,3500.4,2937,69,0.000482,
3,object_table,caution,gemini,zero_shot,2,5,1,1,1,1,1,caution,ASCEND,140,YOLO detections: none,cluttered room obstacles,caution,2563.8,357,168,7.7e-05,
3,object_table,caution,claude,few_shot_3,2,4,1,1,1,0,1,caution,HOVER,172,YOLO detections: none,cluttered room obstacles,caution,8684.6,426,270,0.005328,
3,object_table,caution,gpt4o,few_shot_3,2,5,1,1,1,1,1,caution,HOVER,46,YOLO detections: none,cluttered room obstacles,caution,2574.7,337,68,0.002705,
3,object_table,caution,gpt4o_mini,few_shot_3,2,5,1,1,1,1,1,caution,HOVER,29,YOLO detections: none,cluttered room obstacles,caution,2714.9,3104,41,0.00049,
3,object_table,caution,gemini,few_shot_3,2,4,1,0,1,1,1,caution,HOVER,15,YOLO detections: none,cluttered room obstacles,caution,1690.1,527,22,4.6e-05,
3,object_table,caution,claude,cot,2,2,1,1,0,0,0,safe,,169,YOLO detections: none,cluttered room obstacles,caution,8248.8,331,300,0.005493,
