strategy,model,seq,frame_num,scene_label,expected_risk,call_source,in_hazard,local_ms,local_risk,local_trigger,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,latency_ms,cost_usd,reply,error
scheduled,gemini,2,1,door_open,safe,scheduled,0,13.62,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,safe,1,3502.7,0.000132,"Description: The image shows an indoor office or industrial space with a partially open glass door on the right. The flight path appears clear at ~1m altitude, with objects visible further back in the room.
Sensor note: YOLO detected a 'window' which is consistent with the glass door/partition on the right. The 'train' detection is likely a false positive or refers to the general structure in the background, as no actual train is visible. The local detector's brightness assessment is consistent with the image.
Proximity: The closest visible object is the open glass door frame on the right, visually estimated to be around 1-1.5m away. YOLO's 'window' detection at 3.2m seems to refer to the further glass partition rather than the immediate door.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
scheduled,gemini,2,6,person_near,hazard,scheduled,1,13.43,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,2891.2,0.000114,"Description: A person is standing directly in front of the drone, occupying the majority of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: The local detector correctly identified a person, but its estimated distance of 0.24m is too close given the visual evidence. YOLO-World detected a ""wall"" at 0.45m, which is inconsistent with the prominent person in the foreground.
Proximity: The person is visually very close, estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
scheduled,gemini,3,1,door_open,safe,scheduled,0,13.24,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,2888.1,0.00012,"Description: The image shows an indoor environment with a partially open glass door on the right, leading into what appears to be a workshop or office space with tables and equipment. The flight path at ~1m altitude appears clear through the doorway.
Sensor note: YOLO detected a ""window"" which is consistent with the glass door and surrounding glass panels. The brightness is adequate.
Proximity: The closest visible object is the frame of the open glass door on the right, visually estimated to be approximately 1-1.5m away. The YOLO depth for ""window"" (3.48m) refers to the background beyond the door, not the door frame itself.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
scheduled,gemini,3,6,person_near,hazard,scheduled,1,13.5,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,3801.8,0.000123,"Description: A person is directly in front of the drone, appearing to be very close and occupying a significant portion of the frame. The background shows what looks like an indoor workshop or storage area with various objects.
Sensor note: Consistent. Both YOLO and the local detector identify a person at a very close distance, which aligns with the visual evidence.
Proximity: The person is visually estimated to be well within 1 meter, possibly around 0.3-0.5 meters. This is consistent with the YOLO depth_m of 0.4m and the local detector's est_dist of 0.21m.
Risk: hazard
Pilot suggested action: HOVER",
scheduled,gemini,4,1,door_open,safe,scheduled,0,13.58,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,3155.7,0.000118,"Description: The image shows an indoor environment with a clear path ahead, bordered by what appear to be office partitions or shelving units. The lighting seems adequate, and no immediate obstacles are visible in the drone's flight path.
Sensor note: YOLO detected a 'train' at 4.39m, which is inconsistent with the visual evidence. There is no train visible in the image. The local detector reported no brightness issues, which is consistent with the image.
Proximity: The closest visible objects are the partition frames on either side, visually estimated to be beyond 1m. The background appears to be several meters away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
scheduled,gemini,4,6,person_near,hazard,scheduled,1,13.04,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,3074.0,0.000125,"Description: A person is standing directly in front of the drone, occupying the central portion of the frame. The background appears to be an indoor room with shelves or cabinets.
Sensor note: The local detector correctly identified a person, but YOLO detections for 'wall' and 'column' at 0.5m are inconsistent with the primary visual evidence of a person much closer. The local detector's estimated distance of 0.24m for the person is more aligned with the visual evidence than the YOLO detections.
Proximity: The person is visually very close, estimated to be well within 1 meter, likely around 0.2-0.3 meters.
Risk: hazard
Pilot suggested action: HOVER",
scheduled,gemini,5,1,door_open,safe,scheduled,0,13.59,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,hazard,0,2157.2,0.000122,"Description: The image shows an indoor industrial-like setting with an open doorway on the right. The drone appears to be facing into a room with machinery or equipment, and a ceiling fan is visible in the distance. The overall lighting is adequate.
Sensor note: The YOLO detection of a ""window"" with a depth of 4.0m is inconsistent with the visual evidence, as the prominent feature on the right is an open doorway, not a window. The local detector's brightness reading is consistent with the visual assessment.
Proximity: The closest object is the open door frame on the right, visually estimated to be within 1 meter. The machinery further inside the room appears to be several meters away.
Risk: Hazard
Pilot suggested action: HOVER",
scheduled,gemini,5,6,person_near,hazard,scheduled,1,13.55,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2023.9,0.000114,"Description: A person is directly in front of the drone, appearing to be very close and bending over. The background shows a cluttered indoor environment with furniture.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms they are much closer than the YOLO-World detections of a wall and shelf. The estimated distance of 0.2m from the local detector aligns with my visual assessment of extreme proximity.
Proximity: Person visually <0.5m.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,claude,1,1,door_open,safe,scheduled,0,13.62,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,safe,1,6070.1,0.005298,"Description: The image shows an indoor industrial or warehouse space with glass/aluminum partition walls and an open corridor; the flight path at ~1m altitude appears unobstructed with no persons visible and reasonable ambient lighting.
Sensor note: YOLO-World detected a window at 4.0m depth — consistent with the visible glass partitions; no persons or close obstacles detected by sensors, which matches visual analysis.
Proximity: Closest objects are the glass partition frames, visually estimated at ~1–1.5m to the sides but not directly blocking the forward flight path; depth reading of 4.0m for the window is plausible for the far glass wall.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,claude,1,3,person_near,hazard,local,1,12.94,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,5156.0,0.005601,"Description: A person is standing very close to the camera/drone, occupying the majority of the frame and appearing to be within arm's reach (~0.5m or less), posing an immediate collision hazard at 1m flight altitude.
Sensor note: Local detector reports person at est_dist=0.2m which is consistent with visual analysis — the person fills most of the frame confirming extreme proximity; YOLO missed the person entirely, relying only on wall/shelf detections.
Proximity: Person visually estimated at well under 1m — likely 0.3–0.5m based on how much of the frame they occupy; consistent with local detector's 0.2m estimate.
Risk: hazard
Pilot suggested action: LAND",
hybrid,claude,1,6,person_near,hazard,scheduled,1,13.08,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,8570.4,0.005781,"Description: A person is standing very close to the camera/drone, occupying the majority of the frame, in what appears to be an indoor space (office or store) with shelving and furniture visible in the background.
Sensor note: Consistent — local detector confirms person at ~0.2m estimated distance, which aligns with the visual dominance of the person in the frame; YOLO missed the person as a COCO class but MediaPipe caught it.
Proximity: Person is visually estimated at well under 1m — likely 0.3–0.5m based on how large they appear in frame; this is a critical proximity hazard.
Risk: hazard
Pilot suggested action: HOVER (immediate stop, do not advance — person is dangerously close to rotor wash and potential collision)",
hybrid,claude,2,1,door_open,safe,scheduled,0,13.73,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,caution,0,7186.8,0.006276,"Description: The image shows a large indoor industrial or warehouse space with metal-framed glass partitions/walls in the foreground, open ceiling structure visible, and a long open corridor extending into the background with adequate vertical clearance well above 1m.
Sensor note: The ""train"" detection (conf=0.22, 3.6m) appears to be a false positive — no train is visible; this is likely a misclassification of the industrial shelving or structural elements. The ""window"" detection is consistent with the glass partition frames visible at the left edge.
Proximity: The closest obstacles are the metal-framed glass partition structures approximately 1.5–2.5m ahead and to the sides; no persons detected visually or by sensors. The open corridor beyond appears navigable.
Risk: caution
Pilot suggested action: HOVER — assess lateral clearance relative to the glass partition frames before proceeding; once alignment with the open corridor is confirmed, PITCH_FORWARD slowly.",
hybrid,claude,2,3,person_near,hazard,local,1,12.99,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,9555.4,0.007422,"Description: A person is standing in what appears to be an indoor workshop or storage area, facing the camera with arms raised, at a moderate distance; the room has shelving, equipment, and a chair visible in the background.

Sensor note: The local detector estimates the person at 0.24m which appears to be a significant underestimate — visually the person looks to be approximately 3–5m away based on their proportional size relative to the room and background elements. The wall detection at 0.45m is plausible for background walls but does not represent an immediate flight-path hazard at this drone's 1m altitude corridor.

Proximity: Person appears visually ~3–4m away; the 0.24m est_dist from the local detector is a bounding-box heuristic fallback and is inconsistent with visual evidence — the person occupies roughly 30% of frame height, consistent with 3m+ range. No objects appear within the immediate 1–2m flight envelope.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** While the person does not appear dangerously close (overriding the erroneous 0.24m heuristic), the room is cluttered with shelving and equipment, lighting is moderate (brightness 123/255), and the person's raised arms and forward-facing posture warrant a pause",
hybrid,claude,2,6,person_near,hazard,scheduled,1,12.83,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,6099.2,0.005607,"Description: A person is standing directly in front of the camera at close range (estimated 1–2 metres), arms raised, in what appears to be a workshop or storage room with shelving and clutter in the background.
Sensor note: Local detector estimates 0.24m which appears too close given the full-body framing, but the person is clearly within the hazard zone visually; YOLO wall depth of 0.45m is likely a misclassification of the person or nearby surface. Overall, sensors are roughly consistent with a close-proximity person being present.
Proximity: Person estimated visually at approximately 1.5–2m — well within the <1m–2m hazard corridor; closest detected obstacle is this individual.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,claude,3,1,door_open,safe,scheduled,0,13.21,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,caution,0,6564.7,0.005688,"Description: The image shows an industrial or warehouse interior with metal-framed glass partitions/walls, shelving units, and overhead lighting. The flight path at approximately 1m altitude appears structurally complex with vertical metal frames and glass panels in close proximity, though no persons are visible.

Sensor note: YOLO-World detected a window at 3.48m with low confidence (0.23); the image confirms glass-partitioned walls/frames are present and closer than that estimate — the large metal frame structure appears within 1–2m of the camera on the right side.

Proximity: The right-side metal frame/glass partition appears to be within approximately 1–1.5m, consistent with being a direct obstacle. The left-side structures and overhead elements also present navigational constraints.

Risk: caution

Pilot suggested action: HOVER",
hybrid,claude,3,3,person_near,hazard,local,1,13.12,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,5857.2,0.005835,"Description: A person is leaning forward aggressively toward the camera at very close range, occupying the majority of the frame, indicating they are within approximately 0.3–0.5m of the drone at roughly 1m altitude.
Sensor note: Consistent — YOLO person detection (conf=0.36, depth=0.4m) and local detector (conf=0.625, est_dist=0.21m) both corroborate the extremely close human presence; the low YOLO confidence likely reflects the unusual bent-forward body pose rather than a false positive.
Proximity: Person is visually estimated at ~0.3–0.5m, consistent with DA v2 depth reading of 0.4m — critically within hazard threshold.
Risk: hazard
Pilot suggested action: LAND",
hybrid,claude,3,6,person_near,hazard,scheduled,1,13.04,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,5798.4,0.006,"Description: A person is leaning forward aggressively close to the camera, filling most of the frame, clearly within less than 1 metre of the drone. The indoor environment shows a room with chairs and shelving in the background, but the immediate foreground is dominated by the very close human figure.

Sensor note: Consistent — YOLO person detection at 0.4m depth and local detector at 0.21m both corroborate the visual evidence of an extremely close person. The wall detection at 0.4m is likely a false positive caused by the person's body occluding the background.

Proximity: Person is visually estimated at well under 1m, likely 0.3–0.5m from the lens, consistent with depth_m=0.4m from DepthAnything v2.

Risk: hazard

Pilot suggested action: LAND",
hybrid,claude,4,1,door_open,safe,scheduled,0,13.61,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,caution,0,8621.6,0.006237,"Description: The image shows an industrial or warehouse interior with metal shelving/racking units on both sides and an open corridor in the middle; lighting is adequate and no persons are visible in the immediate flight path at ~1m altitude.
Sensor note: YOLO reports a ""train"" detection at 4.39m with moderate confidence (0.45) — this is almost certainly a misclassification; the detected region likely corresponds to shelving, machinery, or structural elements in the background. No actual train is present. Consistent with an indoor warehouse environment.
Proximity: Closest obstacles are the metal shelf frames on the left and right sides, visually estimated at ~1–1.5m lateral distance; the forward corridor appears open to at least 4m. Cross-checks with depth_m=4.39m are plausible for the background clutter depth.
Risk: caution
Pilot suggested action: PITCH_FORWARD (slow advance down the central corridor, monitoring lateral clearance from shelving on both sides)",
hybrid,claude,4,3,person_near,hazard,local,1,12.8,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,6477.0,0.006021,"Description: A person is standing in what appears to be an indoor workshop/storage area at close range, directly in the drone's field of view and flight path, with various shelving units and equipment visible in the background.
Sensor note: Local detector reports person at est_dist=0.24m (geometric heuristic), which aligns with the visual — the person appears to be within 1–2m of the drone; YOLO-World detections of wall/column are low-confidence but consistent with the cluttered background. Person was NOT flagged by YOLO object detection, caught only by local detector.
Proximity: Person visually estimated at approximately 1–2m away, filling a large portion of the frame — consistent with the local detector's close-range estimate; this is within or on the boundary of the hazard threshold.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,claude,4,6,person_near,hazard,scheduled,1,13.17,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,caution,0,8669.7,0.007506,"Description: A person is standing roughly in the center of the frame in what appears to be an indoor workshop/factory space, facing the camera at relatively close range; background shows shelving units, equipment, and a white chair.
Sensor note: The local detector estimates the person at 0.24m which appears to be a significant underestimate based on visual analysis — the person appears to be approximately 2–3m away based on their apparent size and body proportions. YOLO missed the person entirely; the wall/column detections are consistent with the visible background structure.
Proximity: Closest object is the person, visually estimated at approximately 2–3m distance; the sensor est_dist of 0.24m appears to be a bounding-box heuristic overestimate of closeness and is overridden by visual analysis.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The person is present in the flight path but appears to be at a safe margin (~2–3m), not the dangerously close 0.24m the heuristic suggests. However, their exact position and intent are uncertain, the room has clutter, and the image quality is low (grainy, low-res). Hovering is the safest response — do not advance until the person's position is confirmed clear or they move aside.",
hybrid,claude,5,1,door_open,safe,scheduled,0,13.68,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,caution,0,7505.6,0.006243,"Description: The image shows an indoor industrial or warehouse space with metal-framed glass partitions/walls, overhead lighting, and what appears to be open corridor space at approximately 1m flight altitude; the area looks navigable with no persons visible and no immediate obstacles blocking the forward path.
Sensor note: YOLO-World detected a window at 4.0m depth with low confidence (0.32); this is consistent with the glass partition walls visible in the image — these are structural boundaries rather than flight-path obstructions. The detection is plausible and consistent.
Proximity: The closest obstacle appears to be the glass/metal frame partition structure, visually estimated at approximately 1.5–2m forward, consistent with the 4.0m depth reading which likely references the far wall beyond the frames.
Risk: caution
Pilot suggested action: PITCH_FORWARD (slow advance) — the corridor appears navigable but glass partitions and frames require careful navigation; reduce speed and monitor lateral clearance from the metal frames.",
hybrid,claude,5,3,person_near,hazard,local,1,12.87,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,4335.7,0.004986,"Description: A person is standing very close to the camera/drone, leaning forward with their torso and body dominating the frame at extremely close range, likely less than 0.5m away.
Sensor note: Consistent — local detector confirms person at ~0.2m; the person clearly fills the majority of the frame confirming immediate close proximity.
Proximity: Person is visually estimated at under 0.5m, consistent with local detector estimate of 0.2m; this is an immediate hazard.
Risk: hazard
Pilot suggested action: LAND",
hybrid,claude,5,6,person_near,hazard,scheduled,1,13.11,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,6480.3,0.005481,"Description: A person is standing very close to the camera/drone, leaning forward with their body dominating the frame at what appears to be less than 0.5m distance; the indoor environment shows shelving and furniture in the background.
Sensor note: Consistent — local detector confirms person at ~0.2m; YOLO-W wall/shelf detections are secondary concerns given the immediate human obstacle.
Proximity: Person is the closest object, visually estimated at well under 0.5m — consistent with local detector's 0.2m estimate and critically within hazard threshold.
Risk: hazard
Pilot suggested action: HOVER (immediate stop, then LAND to avoid collision with person at extremely close range)",
hybrid,gpt4o,1,1,door_open,safe,scheduled,0,13.37,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,safe,1,2564.6,0.005,"Description: The image shows an indoor space with tables and a partially open door, providing a clear path for navigation.
Sensor note: Consistent with YOLO detection of a window at 4.0m depth.
Proximity: Closest object is the door, visually estimated at approximately 3-4 meters away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,1,3,person_near,hazard,local,1,12.97,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2303.4,0.005245,"Description: The image shows a person very close to the camera, bending forward, which may obstruct the flight path.
Sensor note: Consistent with the local detector's identification of a person at approximately 0.2m.
Proximity: Person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,1,6,person_near,hazard,scheduled,1,12.92,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2586.3,0.005365,"Description: The image shows a person very close to the camera, bending forward, which suggests proximity within 1 meter. The environment appears cluttered with furniture and objects.
Sensor note: Consistent with sensor data indicating a person detected at 0.2m.
Proximity: Person is visually estimated to be within 0.2 meters.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,2,1,door_open,safe,scheduled,0,14.26,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,safe,1,2875.4,0.005425,"Description: The image shows an indoor space with tables and a partially open door. The area appears clear at ~1m altitude, with no immediate obstacles blocking the flight path.
Sensor note: Consistent with sensor data; the detected train and window are not obstructing the path.
Proximity: Closest object is the door at approximately 3.2m, consistent with depth_m.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,2,3,person_near,hazard,local,1,13.19,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,2306.4,0.00507,"Description: The image shows a person standing indoors, with various objects and furniture around. The person appears to be close to the camera.
Sensor note: The local detector's estimation of the person being very close is consistent with the image.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,2,6,person_near,hazard,scheduled,1,13.13,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,2396.4,0.00507,"Description: The image shows a person standing indoors, with various objects and furniture around. The person appears to be close to the camera.
Sensor note: The local detector's estimation of the person being very close is consistent with the image.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,3,1,door_open,safe,scheduled,0,13.74,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,2449.4,0.00509,"Description: The image shows an indoor space with tables and chairs, and a partially open glass door. The area appears clear for navigation at ~1m altitude.
Sensor note: Consistent with sensor data indicating a window at 3.48m depth.
Proximity: Closest object is the door, visually estimated at over 3m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
