condition,model,scene_label,truth,run,load_ms,tier1_5_ms,tier2_ms,llm_ms,total_ms,detected_risk,risk_correct,suggested_action,action_safe,action_dangerous,quality_score,input_tokens,output_tokens,cost_usd,reply,error
tier3_only,claude,wall_close,hazard,5,0.48,0,0,4314.3,4314.8,caution,0,HOVER,1,0,4,407,94,0.002631,"Description: The image shows a nearly blank, light gray/white wall or surface with very little detail or contrast. The scene appears very dim and featureless, with no clear obstacles, persons, or environmental context visible.

Proximity: No identifiable objects or persons detected; the view appears to be a close, featureless wall or a nearly whited-out scene.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,wall_close,hazard,5,0.48,27.69,267.35,6523.6,6819.1,hazard,1,PITCH_BACK,1,0,5,985,213,0.00615,"Description: The image shows a nearly uniform, featureless light gray surface filling the entire frame — consistent with a very close wall or ceiling directly in front of the camera, with no visible depth or navigable space.
Sensor note: Consistent — YOLO-World detects a wall at ~2.09m, but the local detector flags the obstacle as filling the entire frame with low gradient std (14.3), suggesting depth estimate is unreliable; visually the wall appears much closer than 2.09m, likely within 0.5–1m given the total frame fill and absence of any perspective cues.
Proximity: Visually estimated <1m — the wall occupies 100% of the frame with no edge, corner, or depth gradient visible, indicating extreme proximity; DepthAnything's 2.09m reading is likely erroneous due to texture-poor surface.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier3_only,gpt4o,wall_close,hazard,5,0.48,0,0,1870.6,1871.1,hazard,1,HOVER,1,0,5,317,50,0.002335,"Description: The image appears to be completely white, suggesting the lens might be fully covered or the environment is extremely bright.
Proximity: Unable to visually estimate due to lack of discernible objects.
Risk: Hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,wall_close,hazard,5,0.48,27.69,267.35,2866.9,3162.4,safe,0,PITCH_FORWARD,0,1,4,797,69,0.00502,"Description: The image shows a uniformly blank wall, indicating no visible obstacles or objects in the immediate vicinity.
Sensor note: Consistent with sensor data indicating a wall at approximately 2.09 meters.
Proximity: Closest object (wall) visually estimated at around 2 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,wall_close,hazard,5,0.48,0,0,3071.9,3072.4,safe,0,PITCH_FORWARD,0,1,4,3084,56,0.000496,"Description: The image shows a plain, light-colored wall with no visible objects or people. The scene appears well-lit and unobstructed.  
Proximity: No objects or persons are visible within 2 meters.  
Risk: safe  
Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,wall_close,hazard,5,0.48,27.69,267.35,3275.2,3570.7,safe,0,ASCEND,1,0,4,3564,74,0.000579,"Description: The image appears to show a blank, featureless wall with no visible obstacles or persons nearby. The surface is uniformly lit, indicating a well-lit environment.  
Sensor note: consistent  
Proximity: The closest object (the wall) is approximately 2.09m away based on depth_m.  
Risk: safe  
Pilot suggested action: ASCEND",
tier3_only,gemini,wall_close,hazard,5,0.48,0,0,2157.0,2157.5,hazard,1,HOVER,1,0,5,520,54,5.5e-05,"Description: The image is mostly a uniform light gray, suggesting a very close, plain surface or a completely overexposed scene. There is a faint darker line at the very top.
Proximity: <1m
Risk: hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,wall_close,hazard,5,0.48,27.69,267.35,3480.4,3775.9,hazard,1,HOVER,1,0,5,1032,124,0.000115,"Description: The image shows a uniform light grey surface filling the entire frame, consistent with a wall or a very close large object. There is a faint darker line at the very top edge.
Sensor note: Consistent. YOLO-World detects a wall, and the local detector also indicates an obstacle filling the frame.
Proximity: Visually, the surface appears to be very close, likely within 1 meter. The depth_m of 2.09m from DA v2 seems too far given the visual evidence of the surface filling the frame.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,object_table,caution,1,0.51,0,0,34706.7,34707.2,caution,1,HOVER,1,0,5,407,104,0.002781,"Description: An open laptop displaying code/IDE is sitting on a desk/table, with what appears to be a dimly lit indoor environment with shelving units visible in the background. The scene is quite dark and low-contrast, making it difficult to fully assess the flight corridor.

Proximity: The desk with laptop appears to be approximately 1-2m away, potentially at or near the ~1m flight altitude level.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,object_table,caution,1,0.51,38.09,279.09,9113.2,9430.9,hazard,0,HOVER,1,0,3,956,281,0.007083,"Description: The image shows an indoor environment with a laptop on a desk displaying code/development software, with bookshelves or storage units visible in the background at moderate distance. The scene appears to be a cluttered workspace with low lighting conditions.

Sensor note: YOLO-World detected a shelf at 2.53m with low confidence (0.19); the image confirms shelf-like structures in the background, consistent with that reading. The laptop on the desk is not flagged by sensors but is clearly present as a table-level obstacle.

Proximity: The desk/laptop surface appears to be the closest significant obstacle, estimated at roughly 1–1.5m forward and below the ~1m flight altitude. Background shelving appears consistent with the ~2.5m depth reading.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The scene is moderately dim (brightness 126/255, borderline), there is table-level clutter (desk, laptop) that could intersect a ~1m altitude flight path depending on exact drone position, and the background is cluttered with shelving. No person is detected or visible in close proximity, so this is not a full hazard — but the confined, cluttered indoor workspace warrants holding position and reassessing before proceeding.",
tier3_only,gpt4o,object_table,caution,1,0.51,0,0,2252.1,2252.6,caution,1,HOVER,1,0,5,317,50,0.002335,"Description: The image shows a laptop on a table in a room with various objects and furniture in the background.
Proximity: Closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,object_table,caution,1,0.51,38.09,279.09,2455.7,2773.4,safe,0,PITCH_FORWARD,1,0,4,772,97,0.005315,"Description: The image shows a laptop on a table in a room with shelves and other objects in the background. The area appears navigable with no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data; the shelf detected at 2.53m depth aligns with the visual scene.
Proximity: Closest object is the laptop on the table, approximately 1m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,object_table,caution,1,0.51,0,0,3583.9,3584.4,caution,1,HOVER,1,0,5,3084,78,0.000509,"Description: The image shows a laptop on a table with a cluttered background, including various objects and furniture. The scene appears dimly lit, but there are no visible people or obstacles directly in the flight path. 

Proximity: The closest object is the laptop, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,object_table,caution,1,0.51,38.09,279.09,4710.0,5027.7,caution,1,HOVER,1,0,5,3539,122,0.000604,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are items that could potentially obstruct a flight path if the drone were to navigate close to the table. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, which is consistent with the visual analysis of the scene.

Proximity: The closest object appears to be the laptop, which is approximately 0.5m away from the drone's expected flight path.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gemini,object_table,caution,1,0.51,0,0,1641.7,1642.2,hazard,0,PITCH_BACK,1,0,4,520,69,6e-05,"Description: I see a laptop on a table, with a cluttered background of what appears to be shelves or windows. The drone's flight path at ~1m altitude appears to be directly towards the laptop.
Proximity: Laptop is approximately 0.5m away.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier1_5_tier2_tier3,gemini,object_table,caution,1,0.51,38.09,279.09,2150.6,2468.3,hazard,0,HOVER,1,0,4,1008,110,0.000109,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,object_table,caution,2,0.59,0,0,4099.9,4100.5,caution,1,HOVER,1,0,5,407,92,0.002601,"Description: A laptop computer is open on a desk/table displaying code or a development environment, with shelving/storage units visible in the background. The scene is dimly lit with low overall visibility.

Proximity: The desk/table surface appears to be within 1-2m, with the laptop on it; background clutter and shelving are present beyond.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,object_table,caution,2,0.59,30.64,273.13,10130.0,10434.4,caution,1,HOVER,1,0,4,956,256,0.006708,"Description: The scene shows an indoor environment with a laptop on a table displaying code/IDE, with shelving units visible in the background at moderate distance; the space appears to be an office or lab setting with reasonable lighting.
Sensor note: YOLO-World detected a shelf at 2.53m with low confidence (0.19); visually consistent — shelving is visible in the background. The laptop/table in the foreground was not detected by YOLO but is clearly present and closer than the shelf.
Proximity: The table/laptop appears to be the closest object, visually estimated at approximately 1–1.5m from the camera; the shelf background aligns with the 2.53m depth reading.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The undetected table and laptop in the foreground represent an obstacle at roughly 1–1.5m that YOLO missed entirely. While the ~1m flight corridor may not be fully blocked (the table is below ~1m altitude), the cluttered table-level environment and low-confidence sensor coverage warrant a cautious hover while reassessing the scene before any forward movement.",
tier3_only,gpt4o,object_table,caution,2,0.59,0,0,2374.8,2375.4,caution,1,HOVER,1,0,5,317,50,0.002335,"Description: The image shows a laptop on a table in a room with shelves and various objects in the background.
Proximity: Closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,object_table,caution,2,0.59,30.64,273.13,2771.8,3076.2,caution,1,HOVER,1,0,5,772,78,0.00503,"Description: The image shows a laptop on a table in an indoor environment, with shelves and other objects in the background. The scene appears well-lit and organized.
Sensor note: Consistent with sensor data; the shelf detection aligns with the visible background.
Proximity: The closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,object_table,caution,2,0.59,0,0,3788.4,3789.0,caution,1,HOVER,1,0,5,3084,78,0.000509,"Description: The image shows a laptop on a table with a cluttered background, including various objects and furniture. The scene appears dimly lit, but there are no visible people or obstacles directly in the flight path. 

Proximity: The closest object is the laptop, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,object_table,caution,2,0.59,30.64,273.13,4607.9,4912.3,caution,1,HOVER,1,0,5,3539,123,0.000605,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are items that could potentially obstruct a flight path if the drone were to navigate close to the table. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, which is consistent with the visual analysis of the scene.

Proximity: The closest object appears to be the laptop itself, which is approximately 0.5m away from the drone's expected flight path.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gemini,object_table,caution,2,0.59,0,0,1848.2,1848.8,hazard,0,PITCH_BACK,1,0,4,520,69,6e-05,"Description: I see a laptop on a table, with a cluttered background of what appears to be shelves or windows. The drone's flight path at ~1m altitude appears to be directly towards the laptop.
Proximity: Laptop is approximately 0.5m away.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier1_5_tier2_tier3,gemini,object_table,caution,2,0.59,30.64,273.13,1841.5,2145.9,hazard,0,HOVER,1,0,4,1008,110,0.000109,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,object_table,caution,3,0.56,0,0,4382.0,4382.6,hazard,0,HOVER,1,0,4,407,83,0.002466,"Description: A laptop on a desk/table displaying code or a development environment, in what appears to be a dimly lit indoor space with shelving or storage units visible in the background.
Proximity: The desk/table with the laptop appears to be within approximately 1-2m, directly in the likely flight path.

Risk: hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,object_table,caution,3,0.56,37.49,274.27,60779.7,61092.0,,0,HOVER,1,0,0,0,0,0.0,,The read operation timed out
tier3_only,gpt4o,object_table,caution,3,0.56,0,0,2125.4,2126.0,caution,1,HOVER,1,0,5,317,50,0.002335,"Description: The image shows a laptop on a table in a room with various objects and furniture in the background.
Proximity: Closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,object_table,caution,3,0.56,37.49,274.27,3188.7,3501.0,caution,1,HOVER,1,0,5,772,99,0.005345,"Description: The image shows a laptop on a table in an indoor environment, with shelves and other objects in the background. The area appears navigable with no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data; the shelf detected at 2.53m depth aligns with the visual scene.
Proximity: Closest object is the laptop on the table, approximately 1m away.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,object_table,caution,3,0.56,0,0,3240.7,3241.3,caution,1,HOVER,1,0,5,3084,78,0.000509,"Description: The image shows a laptop on a table with a cluttered background, including various objects and furniture. The scene appears dimly lit, but there are no visible people or obstacles directly in the flight path. 

Proximity: The closest object is the laptop, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,object_table,caution,3,0.56,37.49,274.27,4096.0,4408.3,caution,1,HOVER,1,0,5,3539,116,0.0006,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are items that could potentially obstruct a flight path if the drone were to navigate close to the table. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, which is consistent with the visual analysis of the scene.

Proximity: The closest object appears to be the laptop itself, which is approximately 0.5m away.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gemini,object_table,caution,3,0.56,0,0,1949.1,1949.7,hazard,0,PITCH_BACK,1,0,4,520,66,5.9e-05,"Description: I see a laptop on a table, with a cluttered background of what appears to be shelves or windows. The drone's flight path at ~1m altitude appears to be directly towards the laptop.
Proximity: Laptop is within 1m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier1_5_tier2_tier3,gemini,object_table,caution,3,0.56,37.49,274.27,1844.0,2156.3,hazard,0,HOVER,1,0,4,1008,110,0.000109,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,object_table,caution,4,0.57,0,0,4198.1,4198.7,caution,1,HOVER,1,0,5,407,88,0.002541,"Description: A laptop computer is open on a desk/table displaying code or a development environment, with shelving and equipment visible in the background. The scene is dimly lit with low overall visibility.

Proximity: The desk/table surface appears to be within 1-2m, with the laptop on it; background shelving is further away.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,object_table,caution,4,0.57,31.52,274.35,8754.2,9060.6,caution,1,HOVER,1,0,4,956,261,0.006783,"Description: The scene shows an indoor environment with a laptop on a table displaying code/IDE, with what appears to be shelving or storage units visible in the background; the room appears moderately lit but with a somewhat dim, cluttered environment.
Sensor note: YOLO-World detected a shelf at 2.53m with low confidence (0.19); visually consistent — shelving/furniture is present in the background. The laptop and table are not detected by sensors but are clearly visible as obstacles.
Proximity: The table with the laptop appears to be approximately 1.0–1.5m away and at roughly drone flight altitude (~1m), posing a potential obstacle; background shelves are further at ~2.5m consistent with depth reading.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The table surface with the laptop is near flight altitude and within close range, creating a cluttered obstacle zone. No persons are detected visually. The flight path is not fully clear — the table/laptop mass could intersect a ~1m altitude corridor. Recommend hovering and reassessing before any forward movement. Ascending slightly may clear the table obstacle if forward progression is needed.",
tier3_only,gpt4o,object_table,caution,4,0.57,0,0,2031.1,2031.7,caution,1,HOVER,1,0,5,317,51,0.00235,"Description: The image shows a laptop on a table in a room with various objects and furniture in the background.
Proximity: Closest object (laptop) is approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,object_table,caution,4,0.57,31.52,274.35,3854.7,4161.1,safe,0,PITCH_FORWARD,1,0,4,772,87,0.005165,"Description: The image shows a laptop on a table in a room with shelves and other furniture in the background. The area appears clear at the ~1m flight path level.
Sensor note: Consistent with sensor data indicating a shelf at 2.53m depth.
Proximity: Closest object is the laptop on the table, visually estimated at ~1m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,object_table,caution,4,0.57,0,0,3146.6,3147.2,caution,1,HOVER,1,0,5,3084,78,0.000509,"Description: The image shows a laptop on a table with a cluttered background, including various objects and furniture. The scene appears dimly lit, but there are no visible people or obstacles directly in the flight path. 

Proximity: The closest object is the laptop, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,object_table,caution,4,0.57,31.52,274.35,4123.4,4429.8,caution,1,HOVER,1,0,5,3539,123,0.000605,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are several items in the vicinity that could pose a risk if the drone were to navigate close to them. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, which is consistent with the visual analysis of the scene.

Proximity: The closest objects appear to be the edges of the table and the laptop, estimated to be around 0.5m away.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gemini,object_table,caution,4,0.57,0,0,1949.3,1949.9,hazard,0,PITCH_BACK,1,0,4,520,69,6e-05,"Description: I see a laptop on a table, with a cluttered background of what appears to be shelves or windows. The drone's flight path at ~1m altitude appears to be directly towards the laptop.
Proximity: Laptop is approximately 0.5m away.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier1_5_tier2_tier3,gemini,object_table,caution,4,0.57,31.52,274.35,1740.7,2047.1,hazard,0,HOVER,1,0,4,1008,110,0.000109,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,object_table,caution,5,0.57,0,0,4002.2,4002.8,caution,1,HOVER,1,0,5,407,100,0.002721,"Description: A laptop computer is open on a desk/table displaying what appears to be code or a development environment, with shelving units and office/store environment visible in the background. The scene is dimly lit with low overall brightness.

Proximity: The desk/table with the laptop appears to be within approximately 1-2 meters, potentially in or near the flight path at ~1m altitude.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,object_table,caution,5,0.57,32.46,269.74,6144.3,6447.1,hazard,0,HOVER,1,0,4,956,190,0.005718,"Description: The image shows an indoor environment with a laptop on a desk displaying code/development software, with bookshelves or storage units visible in the background at moderate distance. The scene is somewhat dim but navigable, with the desk and laptop occupying the foreground at approximately table height.

Sensor note: YOLO detected a shelf at 2.53m with low confidence (0.19, YOLO-World); the laptop and desk in the foreground were not detected but are clearly visible — these represent undetected obstacles at closer range (~1–1.5m).

Proximity: The desk/laptop appears to be the closest obstacle, estimated at approximately 1–1.5m forward, which is within or at the boundary of the hazard threshold for a forward flight path at ~1m altitude.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gpt4o,object_table,caution,5,0.57,0,0,2352.0,2352.6,caution,1,HOVER,1,0,5,317,50,0.002335,"Description: The image shows a laptop on a table in a room with various objects and furniture in the background.
Proximity: Closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,object_table,caution,5,0.57,32.46,269.74,2764.8,3067.6,safe,0,PITCH_FORWARD,1,0,4,772,80,0.00506,"Description: The image shows a laptop on a table in a room with shelves and other furniture in the background. The area appears clear at the ~1m flight path level.
Sensor note: Consistent with sensor data; the shelf detection aligns with the image.
Proximity: Closest object is the laptop, approximately 1m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,object_table,caution,5,0.57,0,0,3207.6,3208.2,caution,1,HOVER,1,0,5,3084,78,0.000509,"Description: The image shows a laptop on a table with a cluttered background, including various objects and furniture. The scene appears dimly lit, but there are no visible people or obstacles directly in the flight path. 

Proximity: The closest object is the laptop, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,object_table,caution,5,0.57,32.46,269.74,4574.5,4877.3,caution,1,HOVER,1,0,5,3539,119,0.000602,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are items that could potentially obstruct a flight path if the drone were to navigate close to the table. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, which is consistent with the visual analysis of the background.

Proximity: The closest object appears to be the laptop itself, which is approximately 0.5m away from the camera.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gemini,object_table,caution,5,0.57,0,0,1643.6,1644.2,hazard,0,PITCH_BACK,1,0,4,520,69,6e-05,"Description: I see a laptop on a table, with a cluttered background of what appears to be shelves or windows. The drone's flight path at ~1m altitude appears to be directly towards the laptop.
Proximity: Laptop is approximately 0.5m away.
Risk: hazard
Pilot suggested action: PITCH_BACK",
tier1_5_tier2_tier3,gemini,object_table,caution,5,0.57,32.46,269.74,1739.3,2042.1,hazard,0,HOVER,1,0,4,1008,110,0.000109,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,dim_light,caution,1,0.52,0,0,4610.4,4610.9,caution,1,HOVER,1,0,5,407,109,0.002856,"Description: The image is heavily degraded with significant noise/grain and a strong green tint, showing what appears to be an indoor room with furniture (possibly a couch or chair) and some background clutter, but visibility is very poor due to image quality.
Proximity: Unclear due to extreme noise, but a large light-colored object (possibly a chair/cushion) appears to be roughly 1-2m to the right.
Risk: caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,dim_light,caution,1,0.52,29.87,273.89,7473.9,7778.2,hazard,0,HOVER,1,0,3,956,227,0.006273,"Description: The image shows a dimly lit indoor room with heavy green/blue noise artifacts, revealing what appears to be a sofa or couch on the left, a bright window or light source in the background, and what looks like a cushion or chair back on the right side at close range — the scene is cluttered and visibility is significantly degraded by image noise.
Sensor note: YOLO detects a wall at 0.42m depth covering nearly the full frame bbox, which is consistent with close obstacles visible on the right side; the low-confidence detection (0.33) and noisy image suggest limited sensor reliability, but the close depth reading aligns with the visually apparent nearby object on the right.
Proximity: Closest object appears to be the cushion/furniture on the right at approximately 0.4–0.6m — consistent with the 0.42m depth reading from DA v2, confirming a very close obstacle directly in or near the flight corridor.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,gpt4o,dim_light,caution,1,0.52,0,0,2486.3,2486.8,caution,1,HOVER,1,0,5,317,55,0.00241,"Description: The image is dim and grainy, with indistinct shapes and possible furniture visible. The scene appears cluttered.
Proximity: Closest object is estimated to be around 1-2 meters away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,dim_light,caution,1,0.52,29.87,273.89,2406.8,2711.1,caution,1,HOVER,1,0,5,772,94,0.00527,"Description: The image is dark and grainy, making it difficult to clearly identify objects or obstacles. There appears to be clutter at floor level, but no immediate obstruction is visible.
Sensor note: The sensor detects a wall at 0.42m, which is consistent with the image showing potential clutter.
Proximity: Closest object visually estimated at approximately 0.4m, consistent with depth_m.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,dim_light,caution,1,0.52,0,0,3289.3,3289.8,caution,1,HOVER,1,0,5,3084,76,0.000508,"Description: The image appears dimly lit with some indistinct shapes and clutter in the foreground. There are no clearly defined obstacles or persons visible within the immediate flight path. 

Proximity: The closest object seems to be more than 1 meter away, but the scene is cluttered, making it difficult to assess accurately.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,dim_light,caution,1,0.52,29.87,273.89,4187.7,4492.0,caution,1,HOVER,1,0,5,3539,105,0.000594,"Description: The image appears dimly lit with some indistinct shapes, suggesting potential obstacles or clutter in the environment. The visibility is low, making it difficult to ascertain the exact layout of the space. 

Sensor note: Consistent; YOLO detected a wall at 0.42m, which aligns with the visual assessment of potential obstacles.

Proximity: The closest object appears to be within 0.5m based on the wall detection and visual cues.

Risk: Caution

Pilot suggested action: HOVER",
tier3_only,gemini,dim_light,caution,1,0.52,0,0,1967.9,1968.4,caution,1,HOVER,1,0,5,520,73,6.1e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects or a defined flight path. There appears to be some light source in the background, but the foreground is indistinct.
Proximity: Indeterminate due to image quality, but no clear immediate obstacles are visible.
Risk: caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,dim_light,caution,1,0.52,29.87,273.89,2149.5,2453.8,hazard,0,HOVER,1,0,4,1005,168,0.000126,"Description: The image is extremely noisy and dark, making it very difficult to discern any clear objects or features. There appears to be some indistinct green and yellow shapes, possibly indicating foliage or a room with poor lighting.
Sensor note: The local detector reports brightness=124/255, which is inconsistent with the visually very dark and noisy image. YOLO-World detected a ""wall"" at 0.42m, but the image quality makes it impossible to confirm this visually or assess its true proximity.
Proximity: Due to the severe noise and darkness, it's impossible to visually estimate the proximity of any objects with confidence. The YOLO-W ""wall"" detection at 0.42m, if accurate, would be a hazard.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,dim_light,caution,2,0.59,0,0,4703.1,4703.7,caution,1,HOVER,1,0,5,407,111,0.002886,"Description: The image is heavily noisy and very dim with a strong green tint, showing what appears to be an indoor room with furniture (possibly a couch/chair on the right and some shelving/objects in the background), but visibility is severely degraded by noise and low light.
Proximity: Unclear due to image noise, but what appears to be a chair or furniture object on the right side looks potentially within 1-2 meters.
Risk: caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,dim_light,caution,2,0.59,37.99,275.37,5631.9,5945.8,hazard,0,HOVER,1,0,4,956,188,0.005688,"Description: The image shows a heavily noise-corrupted, greenish-tinted indoor scene revealing what appears to be a couch or sofa on the left and a large bright object (possibly a chair or cushion) on the right at close range, with walls and furniture visible in the background.
Sensor note: YOLO reports a wall at 0.42m depth covering nearly the full frame — this is consistent with the image showing objects very close to the camera, particularly the bright object on the right which appears within 0.5–1m of the drone.
Proximity: Closest object (the bright object/chair on the right) appears to be approximately 0.4–0.7m away, consistent with the 0.42m depth reading from DepthAnything v2.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,gpt4o,dim_light,caution,2,0.59,0,0,2250.1,2250.7,caution,1,HOVER,1,0,5,317,54,0.002395,"Description: The image is dim and grainy, with indistinct shapes and objects visible. There appears to be clutter at floor level.
Proximity: Closest object is approximately 1-2 meters away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,dim_light,caution,2,0.59,37.99,275.37,2971.0,3284.9,caution,1,HOVER,1,0,5,772,94,0.00527,"Description: The image is dark and grainy, making it difficult to clearly identify objects or obstacles. There appears to be clutter at floor level, but no immediate obstruction is visible.
Sensor note: The sensor detects a wall at 0.42m, which is consistent with the image showing potential clutter.
Proximity: Closest object visually estimated at approximately 0.4m, consistent with depth_m.
Risk: Caution
Pilot suggested action: HOVER",
