run,model,scene_label,truth,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
2,gemini,door_open,safe,2160.1,1018,122,0.000113,"Description: The image shows an indoor environment with a partially open door or partition on the right, leading into what appears to be a long corridor or room with tables/benches. The lighting is adequate.
Sensor note: The YOLO detections for ""train"" and ""window"" are inconsistent with the visual content. There is no train visible, and the detected ""window"" is likely part of the door/partition structure.
Proximity: The closest object is the open door/partition on the right, visually estimated to be within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
2,gemini,person_far,caution,2152.2,918,121,0.000105,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The room appears to be an indoor workspace with various objects in the background.
Sensor note: YOLO detections: none. (depth_m = 1.5m, est_dist = 1.2m). The sensors did not detect the person, but the person is clearly visible in the image.
Proximity: The person is visually estimated to be within 1-1.5 meters, directly in the flight path.
Risk: hazard
Pilot suggested action: HOVER",
2,gemini,blocked_lens,hazard,1406.0,918,49,8.4e-05,"Description: The image is completely obscured by heavy visual noise, making it impossible to discern any objects or environmental features.
Sensor note: consistent
Proximity: Indeterminate (image obscured)
Risk: hazard
Pilot suggested action: HOVER",
3,claude,person_near,hazard,5929.6,915,158,0.005115,"Description: A person is standing directly in front of the camera at close range (approximately 1–2 metres), arms raised, in what appears to be an indoor workshop or storage area with shelving and clutter in the background.
Sensor note: YOLO detected only a ""wall"" at 0.45 m — critically missed the person who is clearly the dominant and closest subject in the frame; this is a significant sensor miss.
Proximity: Person is visually estimated at roughly 1–1.5 m from the drone, well within the hazard threshold; the 0.45 m wall detection may partially reflect the person's torso depth.
Risk: hazard
Pilot suggested action: HOVER",
3,claude,wall_close,hazard,4931.4,915,146,0.004935,"Description: The image shows a plain, featureless wall or ceiling surface at close-to-medium range, with very uniform pale grey/white coloring and no visible obstacles, persons, or clutter in the frame.
Sensor note: Consistent — YOLO-World detected a wall at ~2.09m depth, which aligns with the visually apparent flat surface filling the frame; no missed objects detected.
Proximity: Closest object is the wall, visually estimated at approximately 2m, consistent with the DepthAnything v2 reading of 2.09m.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
3,claude,object_table,caution,7709.5,915,237,0.0063,"Description: The scene shows an indoor environment with a laptop on a table/desk displaying code, with bookshelves or storage units visible in the background; the lighting is dim and the image is low-quality/grainy, making full environmental assessment difficult.
Sensor note: YOLO-World detected a shelf at ~2.53m with low confidence (0.19); the laptop on the table is a prominent undetected object that would pose a collision risk if the drone descends below ~1m flight path.
Proximity: The table/laptop surface appears to be within ~1-1.5m of the camera; the background shelving is consistent with the reported ~2.53m depth estimate.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The dim, low-visibility scene combined with cluttered table-level objects (laptop, desk surface) creates collision risk if the drone drifts downward. The flight corridor at ~1m appears marginally passable but the poor lighting and undetected obstacles warrant holding position until better situational awareness is established.",
3,claude,dim_light,caution,7098.3,915,224,0.006105,"Description: The image shows an indoor room scene captured with significant noise/grain and a green-tinted night-vision-style appearance; visible are what appear to be a sofa/couch on the left, a cushion or chair on the right, and furniture/shelving in the background, with the flight path at ~1m altitude partially obstructed by the chair/cushion object on the right side.
Sensor note: YOLO detected only a 'wall' at 0.42m depth — consistent with close proximity to a surface, but the image also reveals furniture (couch, chair/cushion) that was not detected by YOLO, representing missed obstacles.
Proximity: Closest object visually estimated at roughly 0.4–0.8m on the right side (chair/cushion), consistent with the 0.42m depth reading from DepthAnything v2, though that reading was attributed to a wall rather than furniture.
Risk: hazard
Pilot suggested action: HOVER",
3,claude,cluttered,caution,6058.2,915,176,0.005385,"Description: The image shows an indoor industrial or warehouse environment with white walls/panels, some cardboard boxes, and what appears to be equipment or machinery at roughly table height; the scene is somewhat cluttered at lower levels but the upper corridor appears partially open.
Sensor note: YOLO detected a wall at 4.03m depth with low confidence (0.23); visually there are indeed walls and structures present, though the clutter and equipment closer than 4m were not detected — YOLO underreported nearby obstacles.
Proximity: Closest objects (boxes, equipment/conveyor-like structure) appear to be within approximately 1–2m of the camera, consistent with the scene being cluttered at drone flight level (~1m altitude).
Risk: caution
Pilot suggested action: HOVER",
3,claude,door_open,safe,9960.8,961,300,0.007383,"Description: The image shows a large indoor industrial or warehouse-like space with metal-framed glass partitions/walls, high ceilings with overhead lighting, and open areas visible beyond the glass structures; the flight path at ~1m altitude appears largely unobstructed in the immediate foreground.
Sensor note: YOLO detects a ""train"" at 3.6m (likely a misclassification of shelving, racking, or industrial equipment visible in the background) and a ""window"" at 3.2m consistent with the visible glass partitions; both readings are plausible given the scene geometry.
Proximity: Closest structural obstacles are the metal-framed glass partition uprights visible at approximately 1.5–2.5m forward; no persons detected visually or by sensors; cross-checks with depth readings of 3.2–3.6m suggest open space ahead but glass panels warrant caution.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The glass partitions pose a significant navigation hazard — glass is poorly detected by depth sensors (transparent/reflective surfaces can fool DepthAnything v2), and the sensor depths of 3.2–3.6m may be reading *through* the glass to surfaces beyond. The narrow framed openings require precise navigation. Recommend hovering in place and reassessing before",
3,claude,person_far,caution,7668.8,869,250,0.006357,"Description: The image shows an indoor industrial/workshop environment with a person standing approximately 4-6 meters away in the center of the frame, surrounded by shelving units, machinery, and general workshop clutter at floor and table level.

Sensor note: YOLO reports no detections, but a person is clearly visible standing in the middle distance — this is a missed detection; the person exists and must be accounted for.

Proximity: The person appears to be roughly 4-6 meters away based on their relative size and the room scale; floor-level clutter and furniture (white chair, tables) are present but not immediately blocking a ~1m altitude flight path in the foreground.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** While the person is not within the immediate 2m hazard zone, YOLO failed to detect them entirely — warranting caution rather than confident forward movement. The environment is moderately cluttered with dim lighting and workshop equipment. Hovering allows the system to reassess before committing to any directional movement, maintaining safety margin around the undetected (by sensors) human presence.",
3,claude,blocked_lens,hazard,7237.1,869,207,0.005712,"Description: The image shows what appears to be heavy visual noise or static — the camera feed is severely degraded with a green-dominant grain/static pattern, suggesting either lens obstruction, sensor malfunction, or extreme low-light with gain artifacts. No navigable environment is discernible.
Sensor note: YOLO detections report none, which is consistent with a corrupted/noisy feed where no objects are identifiable — but this corruption itself is the hazard.
Proximity: Cannot be determined — the feed is entirely obscured by noise/static; no depth or spatial information can be extracted visually.
Risk: hazard
Pilot suggested action: LAND

**Reasoning:** A fully unreadable camera feed is treated equivalently to a covered lens under the risk rules. With no visual situational awareness available, continued flight is unsafe regardless of other sensor states. Immediate controlled landing is the safest response until the camera feed is restored and verified.",
3,gpt4o,person_near,hazard,2366.6,741,84,0.004965,"Description: The image shows a person standing indoors, appearing to be within close proximity to the camera. The environment is cluttered with furniture and objects.
Sensor note: The sensor detected a wall at 0.45m, but the person is closer than the wall detection suggests.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
3,gpt4o,wall_close,hazard,2882.3,741,68,0.004725,"Description: The image shows a plain wall with no visible obstacles or objects in the immediate vicinity.
Sensor note: Consistent with sensor data indicating a wall at approximately 2.09 meters.
Proximity: Closest object is the wall, visually estimated at around 2 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
3,gpt4o,object_table,caution,3005.5,741,76,0.004845,"Description: The image shows a laptop on a table in a room with shelves and other furniture in the background. The scene appears well-lit and organized.
Sensor note: Consistent with sensor data; the shelf detection aligns with the visual scene.
Proximity: The closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
3,gpt4o,dim_light,caution,2840.6,741,79,0.00489,"Description: The image is very dim and grainy, making it difficult to discern specific objects or details clearly. There appears to be clutter at floor level.
Sensor note: Consistent with YOLO detection of a wall at 0.42m depth.
Proximity: Closest object visually estimated at approximately 0.4m.
Risk: Caution
Pilot suggested action: HOVER",
3,gpt4o,cluttered,caution,2232.7,741,80,0.004905,"Description: The image shows a cluttered indoor environment with objects on a table, including a box and a stapler. There is no clear path for flight at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m.
Proximity: Closest object is approximately 1m away.
Risk: Caution
Pilot suggested action: HOVER",
3,gpt4o,door_open,safe,2560.9,784,68,0.00494,"Description: The image shows an indoor space with tables and a partially open door, providing a clear path for navigation.
Sensor note: Consistent with sensor data; detected objects match the visual scene.
Proximity: Closest object (door) visually estimated at approximately 3 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
3,gpt4o,person_far,caution,2608.9,699,84,0.004755,"Description: The image shows an indoor room with furniture and a person standing in the center. The scene is moderately cluttered, but there appears to be enough space for navigation.
Sensor note: Consistent with no YOLO detections; the person was not detected but is visible.
Proximity: The person is visually estimated to be around 2 meters away.
Risk: Caution
Pilot suggested action: HOVER",
3,gpt4o,blocked_lens,hazard,2488.9,699,75,0.00462,"Description: The image appears to be heavily distorted with noise, making it difficult to discern any clear objects or features.
Sensor note: Consistent, as YOLO detections are none and the image does not reveal any identifiable objects.
Proximity: Unable to visually estimate due to image distortion; depth_m data is unavailable.
Risk: Hazard
Pilot suggested action: HOVER",
3,gpt4o_mini,person_near,hazard,5149.2,3508,101,0.000587,"Description: The image shows a person standing in a room with various objects in the background, including furniture and a chair. The person appears to be within close proximity to the drone's flight path. 

Sensor note: The YOLO detection indicates a wall at 0.45m, but the person is much closer than that, which is not reflected in the sensor data.

Proximity: The person is approximately 1 meter away from the drone.

Risk: hazard

Pilot suggested action: HOVER",
3,gpt4o_mini,wall_close,hazard,4110.3,3508,77,0.000572,"Description: The image appears to show a plain, featureless wall with no visible obstacles or persons nearby. The lighting seems adequate, indicating a clear view of the surroundings.  
Sensor note: consistent  
Proximity: The closest object is the wall, approximately 2.09m away as indicated by the depth sensor.  
Risk: safe  
Pilot suggested action: PROCEED",
3,gpt4o_mini,object_table,caution,6269.5,3508,129,0.000604,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are several items in the vicinity that could pose a risk if the drone were to navigate close to them. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, but there may be additional objects not detected that could affect flight safety.

Proximity: The closest object appears to be the edge of the table, which is approximately 0.5m away from the drone's expected flight path.

Risk: caution

Pilot suggested action: HOVER",
3,gpt4o_mini,dim_light,caution,5258.1,3508,105,0.000589,"Description: The image appears dimly lit with some indistinct shapes and potential obstacles in the foreground, suggesting a cluttered environment. The visibility is low, making it difficult to ascertain the exact layout of the space.

Sensor note: The YOLO detection indicates a wall at 0.42m, but the image suggests there may be additional objects or obstacles not detected.

Proximity: The closest object appears to be within 1m, likely contributing to the clutter.

Risk: caution

Pilot suggested action: HOVER",
3,gpt4o_mini,cluttered,caution,5835.9,3508,109,0.000592,"Description: The image shows a cluttered workspace with various objects, including a stapler and a box, but no immediate obstacles blocking the flight path at 1m altitude. The environment appears well-lit, indicating visibility is adequate. 

Sensor note: Consistent; the YOLO detection of a wall is noted, but no immediate hazards are visible in the image.

Proximity: The closest object appears to be approximately 1.5m away, which is beyond the hazard threshold.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
3,gpt4o_mini,door_open,safe,5658.1,3551,113,0.0006,"Description: The image shows an indoor environment with a clear path visible, but there are some objects and structures present that could pose a risk. The lighting appears adequate, but there are some cluttered areas that may require caution. 

Sensor note: The YOLO detections indicate a train and a window, but the confidence levels are low, suggesting potential missed detections. 

Proximity: The closest object appears to be the window, which is approximately 3.2m away based on the depth data.

Risk: caution

Pilot suggested action: HOVER",
3,gpt4o_mini,person_far,caution,4234.7,3466,75,0.000565,"Description: The image shows a room with a person standing in the center, surrounded by furniture and equipment. The person appears to be within 1 meter of the drone's flight path. 

Sensor note: consistent 
Proximity: The closest object/person is the individual, estimated to be less than 1 meter away. 
Risk: hazard 
Pilot suggested action: LAND",
3,gpt4o_mini,blocked_lens,hazard,4202.1,3466,67,0.00056,"Description: The image appears to be a noisy, static-like pattern with no discernible objects or features. It lacks clarity and detail, making it difficult to assess the environment accurately.  
Sensor note: consistent  
Proximity: Unable to determine proximity due to lack of visual information.  
Risk: hazard  
Pilot suggested action: LAND",
3,gemini,person_near,hazard,1775.5,969,108,0.000105,"Description: A person is standing directly in front of the drone, occupying a significant portion of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: YOLO detected a ""wall"" at 0.45m, which is inconsistent with the visual presence of a person directly in front of the drone. The person is the primary obstacle.
Proximity: The person is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,wall_close,hazard,1771.6,969,112,0.000106,"Description: The image shows a plain, light-colored wall directly in front of the drone, filling almost the entire frame. There is a dark line at the very top, possibly a ceiling or a seam.
Sensor note: Consistent. YOLO-World detected a wall, which aligns with the visual evidence.
Proximity: The wall appears to be very close, likely within 1 meter, despite the sensor reporting 2.09m. The image is almost entirely filled by the wall.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,object_table,caution,1771.3,972,114,0.000107,"Description: The image shows a laptop on a table, with what appears to be shelves or cabinets in the background. The drone's flight path at ~1m altitude appears to be blocked by the laptop and table.
Sensor note: The YOLO detection of 'shelf' at 2.53m is consistent with the background, but it missed the prominent laptop and table in the foreground.
Proximity: The closest object is the laptop and table, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,dim_light,caution,2319.1,969,141,0.000115,"Description: The image is extremely dark and noisy, making it very difficult to discern any clear objects or the flight path. There appears to be some indistinct shapes, possibly furniture or plants, but their exact nature and distance are impossible to determine.
Sensor note: The YOLO detection of ""wall"" at 0.42m is plausible given the general blur and potential for a close, indistinct surface, but the image quality makes independent verification impossible.
Proximity: Visually, it's impossible to determine proximity due to the severe image degradation. The sensor reports a wall at 0.42m, which would be very close.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,cluttered,caution,2767.2,969,157,0.00012,"Description: The image shows a cluttered desk or workbench area with various objects, including a large white panel, a cardboard box, and a white container. The drone's flight path at 1m altitude appears to be obstructed by these objects.
Sensor note: The YOLO detection of ""wall"" at 4.03m is inconsistent with the visual evidence, as there are clearly closer objects obstructing the immediate foreground. The ""wall"" detection might be referring to the large white panel, but its depth estimate seems too far given its apparent size and proximity.
Proximity: The closest objects, including the white container and the cardboard box, appear to be within 0.5 to 1 meter of the camera.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,door_open,safe,3097.5,1018,170,0.000127,"Description: The image shows an indoor environment with a partially open door or partition on the right, and a long corridor or room extending into the distance on the left. The flight path at ~1m altitude appears clear for some distance.
Sensor note: The YOLO detections of ""train"" and ""window"" are inconsistent with my visual interpretation. The ""window"" detection likely refers to the glass partition/door on the right, which is reasonable, but the ""train"" detection is not visually apparent.
Proximity: The closest object is the open door/partition on the right, visually estimated to be approximately 1-1.5m away. The YOLO-W ""window"" detection depth of 3.2m seems too far for the closest part of the door frame.
Risk: Caution
Pilot suggested action: HOVER",
3,gemini,person_far,caution,1873.8,918,113,0.000103,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The room appears to be an indoor workspace with various objects in the background.
Sensor note: YOLO detections: none. (depth_m = 1.5m, est_dist = 1.2m). The sensors did not detect the person, but the person is clearly visible in the image.
Proximity: Person visually estimated to be within 1-1.5 meters.
Risk: hazard
Pilot suggested action: HOVER",
3,gemini,blocked_lens,hazard,1466.3,918,44,8.2e-05,"Description: The image is completely obscured by heavy visual noise, making it impossible to discern any features or objects.
Sensor note: consistent
Proximity: Indeterminable
Risk: hazard
Pilot suggested action: LAND",
4,claude,person_near,hazard,5797.8,915,160,0.005145,"Description: A person is standing directly in front of the camera at close range (estimated 1–2m), with both arms raised, in what appears to be a cluttered indoor workshop/storage area with shelving and equipment visible behind them.
Sensor note: YOLO only detected a wall at 0.45m — critically missed the person who is the dominant foreground subject and primary hazard; sensor data is significantly inconsistent with visual reality.
Proximity: Person visually estimated at approximately 1–1.5m directly ahead, well within the hazard threshold of <1m–2m; the raised arms further extend their physical envelope upward into the flight path.
Risk: hazard
Pilot suggested action: HOVER",
4,claude,wall_close,hazard,5293.9,915,151,0.00501,"Description: The image shows a plain, featureless wall/ceiling area with uniform light gray coloring and very little visual detail — the scene appears to be an empty indoor space with no obstacles visible in the flight path at ~1m altitude.
Sensor note: Consistent — YOLO-World detected a wall at 2.09m depth, which aligns with the visually observed plain wall surface filling the frame.
Proximity: Closest object is the wall, visually estimated at ~2m, consistent with DepthAnything v2 reading of 2.09m — no persons or obstacles detected closer.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
4,claude,object_table,caution,7957.9,915,264,0.006705,"Description: The image shows an indoor environment with a laptop on a desk displaying code/IDE, with shelving units visible in the background; the scene is dimly lit with low overall brightness making depth perception difficult.
Sensor note: YOLO-World detected a shelf at 2.53m depth — consistent with the background shelving visible in the image. The laptop/desk in the foreground was not detected by YOLO and represents a closer undetected obstacle.
Proximity: The desk/laptop surface appears to be within approximately 1–1.5m of the camera, closer than the detected shelf at 2.53m; this undetected furniture is the primary concern.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The scene is dim and cluttered with a desk and laptop in the near foreground (~1–1.5m) that YOLO missed entirely. While the ~1m flight corridor may not be *directly* blocked depending on drone heading, the low lighting, undetected desk obstacle, and confined indoor space with shelving warrant a cautious hover and reassessment before any forward movement. Ascending slightly to clear desk height before proceeding would be advisable.",
4,claude,dim_light,caution,8021.9,915,258,0.006615,"Description: The image shows a heavily noise-degraded, green-tinted indoor scene revealing what appears to be a couch or seating furniture on the left and a large bright object (possibly a pillow or chair) on the right at close range, with walls and clutter visible in the background.

Sensor note: YOLO detects a wall at 0.42m depth covering nearly the full frame bbox — consistent with the image showing close obstacles filling most of the view; however, the bright object on the right (likely furniture/pillow) was not separately detected and appears to be within ~0.5–1m.

Proximity: Closest object visually estimated at approximately 0.4–0.6m (right side, bright object); consistent with the 0.42m depth reading from DA v2.

Risk: hazard

Pilot suggested action: HOVER

**Reasoning:** Multiple large objects are within or at the edge of the safe clearance envelope (~0.4m). The scene is cluttered with furniture blocking the forward flight path at ~1m altitude. Immediate hover is warranted to prevent collision while the environment is reassessed. Do not pitch forward.",
4,claude,cluttered,caution,6346.7,915,189,0.00558,"Description: The image shows an indoor environment with white walls/panels, what appears to be a conveyor belt or ramp structure, cardboard boxes, and various equipment at table/counter height; the flight path at ~1m altitude appears partially cluttered with structures in the foreground.

Sensor note: YOLO detected only a wall at 4.03m depth with low confidence (0.23); however, the image clearly shows closer foreground objects including a dark ramp/conveyor structure and boxes at roughly 1-2m range that were not detected by YOLO — these are real obstacles.

Proximity: Closest visible objects (dark ramp structure and boxes) appear to be within approximately 1-1.5m, significantly closer than the 4.03m wall detection reported by sensors.

Risk: caution

Pilot suggested action: HOVER",
4,claude,door_open,safe,7107.8,961,216,0.006123,"Description: The image shows a large indoor industrial or warehouse-like space with glass partitions, metal framing, and open ceiling structure; the flight path at approximately 1m altitude appears largely unobstructed with open space visible ahead, though the scene is somewhat dim.
Sensor note: YOLO reports a ""train"" detection at 3.6m with low confidence (0.22) — this likely reflects a misclassification of structural elements (shelving, partitions); the ""window"" detection at 3.2m is consistent with the visible glass partition framing on the left edge. No persons detected visually or by sensors.
Proximity: Closest physical structures are the glass/metal partition frames visible at roughly 2–3m ahead and to the sides, consistent with sensor depth readings of 3.2–3.6m. No obstacles within 2m of the drone at 1m altitude.
Risk: caution
Pilot suggested action: PITCH_FORWARD",
4,claude,person_far,caution,8226.1,869,269,0.006642,"Description: An indoor industrial/workshop space with a person standing centrally in the frame, approximately 4–6 meters away, surrounded by shelving units, machinery, and various equipment along the walls. The scene is dimly lit with overhead fluorescent lighting, and there is moderate clutter at floor and table level.

Sensor note: YOLO reports no detections, but there is clearly a person visible standing in the center of the frame — this is a missed detection. The person and surrounding obstacles are real and present.

Proximity: The person appears to be approximately 4–6 meters away based on visual proportions and room scale; surrounding shelving and equipment are at similar or greater distances. No objects appear within the critical <2m hazard zone at ~1m flight altitude.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The person is visually well beyond the 3m safe threshold, so they alone don't constitute an immediate hazard. However, the dim lighting, dense clutter, and YOLO's complete failure to detect an obvious human presence reduce confidence in the sensor suite. Hovering is the prudent action until the scene can be better assessed or the person moves clear of the intended flight corridor.",
4,claude,blocked_lens,hazard,7609.4,869,226,0.005997,"Description: The image shows severe visual noise/static — the camera feed appears to be completely corrupted, displaying random pixel noise across the entire frame with no discernible scene content visible.
Sensor note: YOLO detections report none, which is consistent with a corrupted/obscured feed, but the core issue is that the camera itself is non-functional or fully obstructed — this constitutes a lens-covered/sensor-failure condition.
Proximity: Unable to determine — camera feed is non-functional; no depth or spatial information can be extracted visually. This is equivalent to a fully covered lens scenario.
Risk: hazard
Pilot suggested action: LAND

**Reasoning:** A fully corrupted camera feed means the cognitive reasoning tier has no visual situational awareness. This is classified as a hazard equivalent to ""lens fully covered"" per the risk rules. With no reliable visual input and YOLO detecting nothing, continuing flight is unsafe. Immediate controlled landing is the only responsible action to prevent collision with undetected obstacles or persons.",
4,gpt4o,person_near,hazard,3804.0,741,84,0.004965,"Description: The image shows a person standing indoors, appearing to be within close proximity to the camera. The environment is cluttered with various objects and furniture.
Sensor note: The sensor detected a wall at 0.45m, but the person is closer than the detected wall.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
4,gpt4o,wall_close,hazard,2452.5,741,68,0.004725,"Description: The image shows a plain wall with no visible obstacles or objects in the immediate vicinity.
Sensor note: Consistent with sensor data indicating a wall at approximately 2.09 meters.
Proximity: Closest object is the wall, visually estimated at around 2 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
4,gpt4o,object_table,caution,2740.5,741,76,0.004845,"Description: The image shows a laptop on a table in a room with shelves and other objects in the background. The scene appears well-lit and organized.
Sensor note: Consistent with sensor data; the shelf detection aligns with the visual scene.
Proximity: The closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
4,gpt4o,dim_light,caution,3030.9,741,94,0.005115,"Description: The image is dim and grainy, making it difficult to discern specific objects clearly. There appears to be clutter at floor level, but no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 0.42m depth.
Proximity: Closest object visually estimated at approximately 0.4m, consistent with depth_m.
Risk: Caution
Pilot suggested action: HOVER",
4,gpt4o,cluttered,caution,2295.0,741,80,0.004905,"Description: The image shows a cluttered indoor environment with objects on a table, including a box and a stapler. There is no clear path for flight at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m.
Proximity: Closest object appears to be within 1m.
Risk: Hazard
Pilot suggested action: HOVER",
4,gpt4o,door_open,safe,2330.0,784,68,0.00494,"Description: The image shows an indoor space with tables and a partially open door, providing a clear path for navigation.
Sensor note: Consistent with sensor data; detected objects match the visual scene.
Proximity: Closest object (door) visually estimated at approximately 3 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
4,gpt4o,person_far,caution,2562.0,699,86,0.004785,"Description: The image shows an indoor room with furniture and a person standing in the center. The scene is moderately cluttered, but there appears to be enough space for navigation.
Sensor note: Consistent with no YOLO detections; the person and furniture were not detected but are visible.
Proximity: The person is visually estimated to be approximately 2 meters away.
Risk: Caution
Pilot suggested action: HOVER",
4,gpt4o,blocked_lens,hazard,2570.1,699,74,0.004605,"Description: The image appears to be heavily distorted with noise, making it difficult to discern any clear objects or features.
Sensor note: Consistent, as YOLO detections are none and the image does not provide clear visual information.
Proximity: Unable to visually estimate due to image distortion; depth_m data unavailable.
Risk: Hazard
Pilot suggested action: HOVER",
4,gpt4o_mini,person_near,hazard,3507.9,3508,99,0.000586,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be within 1 meter of the drone's flight path. 
Sensor note: The YOLO detection indicates a wall at 0.45m, but the person is not detected, which is a discrepancy.
Proximity: The closest object/person is the individual, estimated to be around 0.5m away.
Risk: hazard
Pilot suggested action: LAND",
4,gpt4o_mini,wall_close,hazard,2876.4,3508,74,0.000571,"Description: The image appears to show a plain, featureless wall with no visible obstacles or persons nearby. The lighting is even, suggesting a well-lit environment.  
Sensor note: consistent  
Proximity: The closest object is the wall, approximately 2.09m away based on the depth measurement.  
Risk: safe  
Pilot suggested action: PROCEED",
4,gpt4o_mini,object_table,caution,4227.9,3508,108,0.000591,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are various items that could potentially obstruct a flight path. 

Sensor note: Consistent; the YOLO detection indicates a shelf at a distance of 2.53m, which aligns with the visual clutter present.

Proximity: The closest object appears to be the laptop itself, which is approximately 0.5m away.

Risk: Caution

Pilot suggested action: HOVER",
4,gpt4o_mini,dim_light,caution,4124.7,3508,115,0.000595,"Description: The image appears dimly lit with some indistinct shapes, suggesting potential clutter in the environment. There are no clearly visible obstacles directly in the flight path, but the low visibility raises concerns about the surroundings. 

Sensor note: The YOLO detection indicates a wall at a distance of 0.42m, which is consistent with the visual analysis of the space being confined. 

Proximity: The closest object appears to be the wall at approximately 0.42m, as indicated by the sensor data.

Risk: caution

Pilot suggested action: HOVER",
4,gpt4o_mini,cluttered,caution,3395.7,3508,102,0.000587,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The area appears cluttered but does not have any immediate obstacles blocking a flight path at 1m altitude. 

Sensor note: consistent with YOLO detections indicating a wall at 4.03m away. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away. 

Risk: caution  
Pilot suggested action: HOVER",
4,gpt4o_mini,door_open,safe,4013.9,3551,116,0.000602,"Description: The image shows an indoor environment with a clear path visible, but there are some objects and structures in the vicinity that could pose a risk. The lighting appears adequate, and there are no immediate obstructions directly in the flight path at ~1m altitude. 

Sensor note: Consistent; YOLO detected a train and a window, which aligns with the visible objects in the image.

Proximity: The closest object appears to be around 3.2m away, consistent with the depth_m values provided.

Risk: safe

Pilot suggested action: PROCEED",
4,gpt4o_mini,person_far,caution,3709.9,3466,70,0.000562,"Description: The image shows an indoor environment with a person standing in the center, surrounded by furniture and equipment. The person appears to be within 1 meter of the drone's flight path. 

Sensor note: consistent 
Proximity: The closest object/person is approximately 1 meter away. 
Risk: hazard 
Pilot suggested action: HOVER",
4,gpt4o_mini,blocked_lens,hazard,3512.3,3466,72,0.000563,"Description: The image appears to be a noisy, static-like pattern with no discernible objects or features. It lacks clarity and detail, making it difficult to assess the environment accurately. 

Sensor note: consistent

Proximity: Unable to determine proximity due to lack of visual clarity; depth estimation is unreliable.

Risk: caution

Pilot suggested action: HOVER",
4,gemini,person_near,hazard,2185.0,969,108,0.000105,"Description: A person is standing directly in front of the drone, occupying a significant portion of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: YOLO detected a ""wall"" at 0.45m, which is inconsistent with the visual presence of a person directly in front of the drone. The person is the primary obstacle.
Proximity: The person is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
4,gemini,wall_close,hazard,2178.2,969,112,0.000106,"Description: The image shows a plain, light-colored wall directly in front of the drone, filling almost the entire frame. There is a dark line at the very top, possibly a ceiling or a seam.
Sensor note: Consistent. YOLO-World detected a wall, which aligns with the visual evidence.
Proximity: The wall appears to be very close, likely within 1 meter, despite the sensor reporting 2.09m. The image is almost entirely filled by the wall.
Risk: hazard
Pilot suggested action: HOVER",
4,gemini,object_table,caution,2178.0,972,114,0.000107,"Description: The image shows a laptop on a table, with what appears to be shelves or cabinets in the background. The drone's flight path at ~1m altitude appears to be blocked by the laptop and table.
Sensor note: The YOLO detection of 'shelf' at 2.53m is consistent with the background, but it missed the prominent laptop and table in the foreground.
Proximity: The closest object is the laptop and table, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
