history_mode,sequence,frame_num,scene_label,expected_risk,model,local_ms,local_risk,detected_risk,risk_correct,change_event,change_detected,input_tokens,output_tokens,latency_ms,cost_usd,reply_snippet,error
short,3,4,person_near,hazard,claude,30.55,hazard,hazard,1,0,-1,526,300,8697.2,0.006078,## Visual Analysis  **What I see:** A person in an indoor warehouse/workshop environment who appears to be **leaning/lun,
short,3,4,person_near,hazard,gpt4o,30.55,hazard,hazard,1,0,-1,424,90,3508.3,0.00347,The image shows an indoor environment with a person standing very close to the camera. The person appears to be leaning ,
short,3,4,person_near,hazard,gpt4o_mini,30.55,hazard,hazard,1,0,-1,3196,72,3562.5,0.000523,"In the current image, I see a person bending forward in an indoor environment. The surroundings appear to include workst",
short,3,4,person_near,hazard,gemini,30.55,hazard,hazard,1,0,-1,641,120,2175.3,8.4e-05,The image shows a person standing in what appears to be an indoor workshop or office environment. The person is facing t,
short,3,5,door_open,safe,claude,28.56,safe,hazard,0,1,0,461,300,9550.6,0.005883,## Visual Analysis  **What I see:** An indoor industrial/warehouse space photographed from a low angle looking upward. T,
short,3,5,door_open,safe,gpt4o,28.56,safe,safe,1,1,1,366,88,3173.9,0.00315,"The image shows an indoor environment with tables and chairs, likely a classroom or office space. There are glass partit",
short,3,5,door_open,safe,gpt4o_mini,28.56,safe,hazard,0,1,0,3138,114,5015.6,0.000539,"In the current image, I see an indoor environment with several tables or workstations visible. The area appears to be we",
short,3,5,door_open,safe,gemini,28.56,safe,safe,1,1,1,571,117,1847.1,7.8e-05,"The image shows an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with vis",
short,4,1,door_open,safe,claude,27.96,safe,caution,0,0,-1,399,300,9843.3,0.005697,## Visual Analysis  **What I see:** The image shows an **industrial/warehouse interior** captured from a low angle looki,
short,4,1,door_open,safe,gpt4o,27.96,safe,safe,1,0,-1,315,117,2968.9,0.00333,The image shows an indoor environment with a series of tables or workbenches lined up along the left side. There is a gl,
short,4,1,door_open,safe,gpt4o_mini,27.96,safe,safe,1,0,-1,3082,125,4300.3,0.000537,"In the image, I see an indoor environment with a series of tables or workstations arranged in a row. There are large, op",
short,4,1,door_open,safe,gemini,27.96,safe,caution,0,0,-1,517,300,3279.2,0.000129,"The image shows an indoor environment, likely an office or industrial space, characterized by white walls and a ceiling ",
short,4,2,door_open,safe,claude,15.43,safe,hazard,0,0,-1,431,300,8886.6,0.005793,## Visual Analysis  **What I see:** The image shows a **large industrial warehouse/storage facility** viewed from a low ,
short,4,2,door_open,safe,gpt4o,15.43,safe,safe,1,0,-1,342,95,2794.4,0.003135,The image shows an indoor environment with tables or workbenches lined up. There is a glass partition with a door that i,
short,4,2,door_open,safe,gpt4o_mini,15.43,safe,hazard,0,0,-1,3109,87,3565.2,0.000519,"In the current image, I see an indoor environment with a series of tables or workstations. The space appears to be well-",
short,4,2,door_open,safe,gemini,15.43,safe,safe,1,0,-1,544,194,4087.6,9.9e-05,"The image shows an indoor environment, likely an office or industrial space, characterized by white walls and what appea",
short,4,3,person_near,hazard,claude,39.87,hazard,hazard,1,1,1,538,289,8669.5,0.005949,## Visual Analysis  **What I see:** A **person standing directly in front of the drone** in what appears to be an indust,
short,4,3,person_near,hazard,gpt4o,39.87,hazard,hazard,1,1,1,436,100,2864.5,0.00368,"The image shows an indoor environment with a person standing in the center. There are chairs and furniture around, and t",
short,4,3,person_near,hazard,gpt4o_mini,39.87,hazard,hazard,1,1,1,3205,101,4097.2,0.000541,"In the current image, I see an indoor environment with a person standing in the center. The surroundings include what ap",
short,4,3,person_near,hazard,gemini,39.87,hazard,hazard,1,1,1,652,193,2666.4,0.000107,"The image shows a person standing in the center of the frame, facing the camera. The person appears to be a male, wearin",
short,4,4,person_near,hazard,claude,28.42,hazard,hazard,1,0,-1,538,300,9131.6,0.006114,"## Visual Analysis  **What I see:** A **person standing directly in front of the camera/drone**, facing it, at what appe",
short,4,4,person_near,hazard,gpt4o,28.42,hazard,hazard,1,0,-1,436,85,2864.7,0.003455,"The image shows an indoor environment with a person standing in the center. The person is close to the camera, which ali",
short,4,4,person_near,hazard,gpt4o_mini,28.42,hazard,caution,0,0,-1,3206,90,3481.0,0.000535,"In the current image, I see an indoor environment with a person standing in the center. The surroundings appear to inclu",
short,4,4,person_near,hazard,gemini,28.42,hazard,hazard,1,0,-1,654,101,2154.4,7.9e-05,"The image shows a person standing directly in front of the camera, occupying a significant portion of the frame. The per",
short,4,5,door_open,safe,claude,39.64,safe,caution,0,1,0,459,300,9323.4,0.005877,## Visual Analysis  **What I see:** An **indoor industrial/warehouse space** viewed from a low altitude (~1m). The scene,
short,4,5,door_open,safe,gpt4o,39.64,safe,hazard,0,1,0,366,92,2863.7,0.00321,"The image shows an indoor environment with tables and chairs, resembling a classroom or laboratory setting. There are no",
short,4,5,door_open,safe,gpt4o_mini,39.64,safe,hazard,0,1,0,3135,93,3850.7,0.000526,"In the current image, I see an indoor environment with several tables or workstations arranged in a row. The space appea",
short,4,5,door_open,safe,gemini,39.64,safe,safe,1,1,1,570,88,1842.5,6.9e-05,"The image shows an indoor environment, likely an office or workshop, characterized by white walls and metallic structure",
short,5,1,door_open,safe,claude,41.05,safe,hazard,0,0,-1,401,300,9271.9,0.005703,## Visual Analysis  **What I see:** The image shows an **indoor industrial or warehouse space** viewed through what appe,
short,5,1,door_open,safe,gpt4o,41.05,safe,safe,1,0,-1,316,79,2659.2,0.002765,The image shows an indoor environment with a series of tables or desks arranged in rows. There is a glass door that appe,
short,5,1,door_open,safe,gpt4o_mini,41.05,safe,safe,1,0,-1,3083,113,4700.5,0.00053,The image shows an indoor environment with a large open space. There are several tables or workstations arranged in rows,
short,5,1,door_open,safe,gemini,41.05,safe,caution,0,0,-1,518,300,3290.9,0.000129,"I see an indoor environment, likely an industrial or office space, characterized by white walls and ceilings, and what a",
short,5,2,door_open,safe,claude,25.72,safe,hazard,0,0,-1,433,300,9339.0,0.005799,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse environment** captured from a low a,
short,5,2,door_open,safe,gpt4o,25.72,safe,hazard,0,0,-1,341,93,2968.4,0.0031,The image shows an indoor environment with tables or desks arranged in rows. There is a glass door or window in the fore,
short,5,2,door_open,safe,gpt4o_mini,25.72,safe,safe,1,0,-1,3109,80,3786.8,0.000514,"The image shows an indoor environment with a large open space, likely a room or hallway. There are several tables or wor",
short,5,2,door_open,safe,gemini,25.72,safe,caution,0,0,-1,544,157,2460.8,8.8e-05,"I see an indoor environment, consistent with the previous frame's description of an industrial or office space. The dron",
short,5,3,person_near,hazard,claude,28.05,hazard,hazard,1,1,1,528,300,8829.1,0.006084,"## Visual Analysis  **What I see:** A **person is directly in front of the camera**, very close — they appear to be bend",
short,5,3,person_near,hazard,gpt4o,28.05,hazard,hazard,1,1,1,426,67,3068.0,0.003135,"The image shows a person standing very close to the camera, which indicates a potential hazard due to proximity. The env",
short,5,3,person_near,hazard,gpt4o_mini,28.05,hazard,caution,0,1,1,3194,109,5634.8,0.000544,"The image shows an indoor environment with a person in the foreground, appearing to be in a crouched position. The backg",
short,5,3,person_near,hazard,gemini,28.05,hazard,hazard,1,1,1,642,80,2052.5,7.2e-05,"I see a person in the foreground, very close to the camera, bending over. The image is quite grainy and blurry, but the ",
short,5,4,person_near,hazard,claude,28.13,hazard,hazard,1,0,-1,530,296,9130.5,0.00603,"## Visual Analysis  **What I see:** A **person is very close to the camera/drone**, leaning forward and occupying the ma",
short,5,4,person_near,hazard,gpt4o,28.13,hazard,hazard,1,0,-1,429,75,2514.8,0.00327,"The image shows a person standing very close to the camera, which indicates a potential collision risk. The environment ",
short,5,4,person_near,hazard,gpt4o_mini,28.13,hazard,caution,0,0,-1,3194,88,4548.3,0.000532,"The image shows an indoor environment with a person in the foreground, who appears to be bending down. The background in",
short,5,4,person_near,hazard,gemini,28.13,hazard,hazard,1,0,-1,647,52,2052.5,6.4e-05,"[hazard] I see a person in the foreground, very close to the camera, bending over. This is consistent with the previous ",
short,5,5,door_open,safe,claude,28.33,safe,hazard,0,1,0,465,300,9039.2,0.005895,## Visual Analysis  **What I see:** An **indoor industrial/warehouse space** viewed through what appears to be a glass p,
short,5,5,door_open,safe,gpt4o,28.33,safe,safe,1,1,1,369,80,3069.5,0.003045,The image shows an indoor environment with several tables or desks arranged in rows. There is a glass door that is parti,
short,5,5,door_open,safe,gpt4o_mini,28.33,safe,safe,1,1,1,3134,99,4300.9,0.00053,The image shows an indoor environment with a clear view of an open doorway leading into a room with several tables or wo,
short,5,5,door_open,safe,gemini,28.33,safe,hazard,0,1,0,576,122,2570.2,8e-05,"The previous frames indicated a person very close to the camera, bending over. This frame shows a completely different s",
full,1,1,door_open,safe,claude,29.02,safe,caution,0,0,-1,401,300,10148.5,0.005703,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse space** viewed through what appears,
full,1,1,door_open,safe,gpt4o,29.02,safe,safe,1,0,-1,316,102,3635.7,0.00311,The image shows an indoor environment with a series of tables or desks arranged in rows. There is a glass door or partit,
full,1,1,door_open,safe,gpt4o_mini,29.02,safe,hazard,0,0,-1,3083,117,4804.2,0.000533,The image shows an indoor environment with a clear view of an open doorway leading into a room that appears to have seve,
full,1,1,door_open,safe,gemini,29.02,safe,caution,0,0,-1,518,300,3227.9,0.000129,"I see an indoor environment, likely an industrial or office space, characterized by white walls and ceilings, and what a",
full,1,2,door_open,safe,claude,30.5,safe,hazard,0,0,-1,434,300,9345.9,0.005802,## Visual Analysis  **What I see:** An indoor industrial/warehouse environment photographed from a low angle (~1m). The ,
full,1,2,door_open,safe,gpt4o,30.5,safe,safe,1,0,-1,341,65,2863.5,0.00268,"The image shows an indoor environment with tables or desks arranged in rows. There is a glass door or partition visible,",
full,1,2,door_open,safe,gpt4o_mini,30.5,safe,hazard,0,0,-1,3111,88,3891.2,0.000519,The image shows an indoor environment with an open doorway leading into a space that appears to have several tables or w,
full,1,2,door_open,safe,gemini,30.5,safe,caution,0,0,-1,544,160,2358.7,8.9e-05,"I see an indoor environment, consistent with the previous frame's description of an industrial or office space. The dron",
full,1,3,person_near,hazard,claude,37.16,hazard,hazard,1,1,1,526,299,8716.9,0.006063,"## Visual Analysis  **What I see:** A **person is directly in front of the camera**, very close — occupying the majority",
full,1,3,person_near,hazard,gpt4o,37.16,hazard,hazard,1,1,1,425,105,3068.7,0.0037,"The image shows a person very close to the camera, which suggests proximity to the drone. The environment appears to be ",
full,1,3,person_near,hazard,gpt4o_mini,37.16,hazard,caution,0,1,1,3195,91,3891.2,0.000534,"In the current image, I see an indoor environment with a person crouching down, likely in the center of the frame. The b",
full,1,3,person_near,hazard,gemini,37.16,hazard,hazard,1,1,1,642,80,2256.6,7.2e-05,"I see a person in the foreground, very close to the camera, bending over. The image is quite grainy and blurry, but the ",
full,1,4,person_near,hazard,claude,31.95,hazard,hazard,1,0,-1,556,294,9745.4,0.006078,"## Visual Analysis  **What I see:** A **person is very close and directly in front of the camera**, occupying the majori",
full,1,4,person_near,hazard,gpt4o,31.95,hazard,hazard,1,0,-1,450,71,2864.7,0.003315,"The image shows a person very close to the camera, which suggests proximity to the drone. This is consistent with the pr",
full,1,4,person_near,hazard,gpt4o_mini,31.95,hazard,hazard,1,0,-1,3221,93,5067.1,0.000539,"In the current image, I see an indoor environment with a person crouching down. The surroundings include a chair and som",
full,1,4,person_near,hazard,gemini,31.95,hazard,hazard,1,0,-1,669,141,2206.6,9.2e-05,"I see a person in the foreground, very close to the camera, bending over. The image is grainy and somewhat blurry, but t",
full,1,5,door_open,safe,claude,37.1,safe,hazard,0,1,0,520,300,9947.0,0.00606,## Visual Analysis  **What I see:** An indoor industrial/warehouse environment with aluminum-framed glass partitions/doo,
full,1,5,door_open,safe,gpt4o,37.1,safe,safe,1,1,1,414,68,3478.7,0.00309,The image shows an indoor environment with tables or desks arranged in rows. There is a glass door that appears to be op,
full,1,5,door_open,safe,gpt4o_mini,37.1,safe,hazard,0,1,0,3186,109,4403.3,0.000543,"In the current image, I see an indoor environment with an open doorway leading into a space that appears to be empty. Th",
full,1,5,door_open,safe,gemini,37.1,safe,caution,0,1,0,621,95,2283.5,7.5e-05,"I see an indoor environment, consistent with previous frames. The drone appears to be looking through an open doorway or",
full,2,1,door_open,safe,claude,29.18,safe,caution,0,0,-1,447,299,8798.1,0.005826,## Visual Analysis  **What I see:** The image shows a large **indoor industrial or warehouse-like space** viewed from a ,
full,2,1,door_open,safe,gpt4o,29.18,safe,safe,1,0,-1,359,112,2864.9,0.003475,The image shows an indoor environment with several tables or workstations lined up. There is a glass door or partition o,
full,2,1,door_open,safe,gpt4o_mini,29.18,safe,hazard,0,0,-1,3126,125,4651.5,0.000544,"The image shows an indoor environment with a clear view of a corridor or room. There are glass doors on the left side, a",
full,2,1,door_open,safe,gemini,29.18,safe,safe,1,0,-1,568,228,2724.0,0.000111,"The drone is currently positioned in what appears to be an indoor office or industrial space, characterized by white wal",
full,2,2,door_open,safe,claude,40.01,safe,hazard,0,0,-1,479,300,9323.7,0.005937,## Visual Analysis  **What I see:** A large **indoor industrial/warehouse space** viewed from a low angle (~1m altitude),
full,2,2,door_open,safe,gpt4o,40.01,safe,hazard,0,0,-1,383,104,2556.3,0.003475,"The image shows an indoor environment with tables or workstations lined up. There is a glass door or partition visible, ",
full,2,2,door_open,safe,gpt4o_mini,40.01,safe,hazard,0,0,-1,3155,98,13721.6,0.000532,"The image shows an indoor environment with a corridor or room that appears to be empty, with some furniture or equipment",
full,2,2,door_open,safe,gemini,40.01,safe,safe,1,0,-1,595,124,2052.2,8.2e-05,"The drone is currently positioned in what appears to be an indoor office or industrial setting, characterized by white w",
full,2,3,person_near,hazard,claude,40.21,hazard,hazard,1,1,1,479,300,9536.8,0.005937,"## Visual Analysis  **What I see:** A **person standing directly in front of the drone**, center-frame, at very close ra",
full,2,3,person_near,hazard,gpt4o,40.21,hazard,hazard,1,1,1,381,93,3272.0,0.0033,"The image shows an indoor environment with a person standing in the center. The person is close to the camera, which ali",
full,2,3,person_near,hazard,gpt4o_mini,40.21,hazard,hazard,1,1,1,3153,135,5324.9,0.000554,"In the image, there is a person standing in an indoor environment, likely in a corridor or room. The person appears to b",
full,2,3,person_near,hazard,gemini,40.21,hazard,hazard,1,1,1,590,96,2973.0,7.3e-05,"The drone is currently positioned in what appears to be an indoor environment, possibly a workshop or storage area, give",
full,2,4,person_near,hazard,claude,29.53,hazard,hazard,1,0,-1,507,300,9444.4,0.006021,"## Visual Analysis  **What I see:** A **person standing directly in front of the camera/drone**, center-frame, at very c",
full,2,4,person_near,hazard,gpt4o,29.53,hazard,hazard,1,0,-1,405,84,2763.9,0.003285,"The image shows an indoor environment with a person standing in the center, raising their arms. There are various object",
full,2,4,person_near,hazard,gpt4o_mini,29.53,hazard,caution,0,0,-1,3180,110,4606.3,0.000543,"In the current image, there is a person standing in an indoor environment, likely in a corridor or room. The person appe",
full,2,4,person_near,hazard,gemini,29.53,hazard,hazard,1,0,-1,613,144,2359.2,8.9e-05,"The image shows a person standing directly in front of the drone, facing the camera. The person's arms are raised, possi",
full,2,5,door_open,safe,claude,29.77,safe,hazard,0,1,0,563,300,10671.2,0.006189,"## Visual Analysis  **What I see:** A large **indoor industrial/warehouse or office building interior**, viewed from a l",
full,2,5,door_open,safe,gpt4o,29.77,safe,hazard,0,1,0,455,108,2763.1,0.003895,The image shows an indoor environment with tables or workstations lined up. There is a glass door that appears to be ope,
full,2,5,door_open,safe,gpt4o_mini,29.77,safe,hazard,0,1,0,3232,102,13209.5,0.000546,"In the current image, I observe an indoor environment that appears to be a corridor or room with glass doors and a clear",
full,2,5,door_open,safe,gemini,29.77,safe,safe,1,1,1,665,120,2358.8,8.6e-05,"The drone is currently positioned in what appears to be an indoor environment, possibly an office or industrial space, c",
full,3,1,door_open,safe,claude,30.82,safe,hazard,0,0,-1,401,300,9272.7,0.005703,## Visual Analysis  **What I see:** The image shows an **indoor industrial or warehouse space** viewed from a low altitu,
full,3,1,door_open,safe,gpt4o,30.82,safe,safe,1,0,-1,316,109,3115.7,0.003215,The image shows an indoor environment with several tables or workstations lined up. There is a glass door or partition o,
full,3,1,door_open,safe,gpt4o_mini,30.82,safe,hazard,0,0,-1,3083,93,3696.2,0.000518,"In the image, I see an indoor environment with a series of tables or workstations arranged in a row. The area appears to",
full,3,1,door_open,safe,gemini,30.82,safe,caution,0,0,-1,519,160,2553.6,8.7e-05,"The image shows an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with vis",
full,3,2,door_open,safe,claude,44.77,safe,hazard,0,0,-1,433,298,9809.4,0.005769,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse environment** with: - **Large metal,
full,3,2,door_open,safe,gpt4o,44.77,safe,hazard,0,0,-1,340,94,3070.5,0.00311,The image shows an indoor environment with several tables or workstations lined up. There is a glass partition or door v,
full,3,2,door_open,safe,gpt4o_mini,44.77,safe,hazard,0,0,-1,3111,80,3480.0,0.000515,"In the image, I see an indoor environment with a series of tables or workstations. The space appears to be well-lit, and",
full,3,2,door_open,safe,gemini,44.77,safe,caution,0,0,-1,546,146,2360.9,8.5e-05,"The image shows an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with vis",
full,3,3,person_near,hazard,claude,31.48,hazard,hazard,1,1,1,526,300,9640.3,0.006078,## Visual Analysis  **What I see:** The image shows an **indoor workspace/warehouse** environment. A **person is very cl,
full,3,3,person_near,hazard,gpt4o,31.48,hazard,hazard,1,1,1,422,91,3069.4,0.003475,The image shows an indoor environment with a person standing close to the camera. The person appears to be leaning forwa,
full,3,3,person_near,hazard,gpt4o_mini,31.48,hazard,hazard,1,1,1,3196,100,4300.5,0.000539,"In the current image, I see an indoor environment with a person bending forward. The surroundings include what appears t",
full,3,3,person_near,hazard,gemini,31.48,hazard,hazard,1,1,1,640,141,2461.8,9e-05,The image shows a person standing in what appears to be an indoor workshop or office environment. The person is in the c,
full,3,4,person_near,hazard,claude,36.31,hazard,hazard,1,0,-1,555,299,13000.0,0.00615,"## Visual Analysis  **What I see:** A person is **directly in front of the drone**, leaning forward aggressively toward ",
full,3,4,person_near,hazard,gpt4o,36.31,hazard,hazard,1,0,-1,445,80,2764.4,0.003425,The image shows an indoor environment with a person standing very close to the camera. The person appears to be leaning ,
full,3,4,person_near,hazard,gpt4o_mini,36.31,hazard,hazard,1,0,-1,3220,69,3376.2,0.000524,"In the current image, I see an indoor environment with a person bending forward. The surroundings include tables or work",
full,3,4,person_near,hazard,gemini,36.31,hazard,hazard,1,0,-1,664,126,2366.1,8.8e-05,"The image shows a person in the foreground, facing the camera, with their body slightly bent forward. The person appears",
full,3,5,door_open,safe,claude,40.11,safe,hazard,0,1,0,520,297,9602.1,0.006015,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse environment** with metal shelving/r,
full,3,5,door_open,safe,gpt4o,40.11,safe,hazard,0,1,0,409,97,3477.4,0.0035,The image shows an indoor environment with several tables or workstations lined up. There is a glass door or partition v,
full,3,5,door_open,safe,gpt4o_mini,40.11,safe,hazard,0,1,0,3184,71,3225.9,0.00052,"In the current image, I see an indoor environment with a series of tables or workstations, similar to previous frames. T",
full,3,5,door_open,safe,gemini,40.11,safe,caution,0,1,0,618,123,1923.9,8.3e-05,"The image shows an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with vis",
full,4,1,door_open,safe,claude,38.46,safe,hazard,0,0,-1,399,296,8975.5,0.005637,## Visual Analysis  **What I see:** The image shows an **industrial/warehouse interior** captured from a low angle looki,
full,4,1,door_open,safe,gpt4o,38.46,safe,safe,1,0,-1,315,116,3172.8,0.003315,The image shows an indoor environment with a series of tables or workstations lined up along the left side. There is a g,
full,4,1,door_open,safe,gpt4o_mini,38.46,safe,hazard,0,0,-1,3082,145,4812.7,0.000549,"In the image, I see an indoor environment with a series of tables or workstations arranged in a row. The area appears to",
full,4,1,door_open,safe,gemini,38.46,safe,caution,0,0,-1,517,300,3280.7,0.000129,"The image shows an indoor environment, likely an office or industrial space, characterized by white walls and a ceiling ",
full,4,2,door_open,safe,claude,29.98,safe,hazard,0,0,-1,431,300,9630.1,0.005793,## Visual Analysis  **What I see:** The image shows an **industrial/warehouse interior** captured from a low angle looki,
full,4,2,door_open,safe,gpt4o,29.98,safe,safe,1,0,-1,341,62,2453.1,0.002635,The image shows an indoor environment with tables or workstations lined up. There is a glass partition with a door that ,
full,4,2,door_open,safe,gpt4o_mini,29.98,safe,hazard,0,0,-1,3110,79,3390.8,0.000514,"In the image, I see an indoor environment with a series of tables or workstations. The space appears to be well-lit, and",
full,4,2,door_open,safe,gemini,29.98,safe,safe,1,0,-1,544,194,2757.3,9.9e-05,"The image shows an indoor environment, likely an office or industrial space, characterized by white walls and what appea",
full,4,3,person_near,hazard,claude,30.88,hazard,hazard,1,1,1,538,300,9632.4,0.006114,## Visual Analysis  **What I see:** A person (adult male) standing **directly in front of the camera** in what appears t,
full,4,3,person_near,hazard,gpt4o,30.88,hazard,caution,0,1,1,434,92,3481.1,0.00355,The image shows an indoor environment with a person standing in the center. The person appears to be close to the camera,
full,4,3,person_near,hazard,gpt4o_mini,30.88,hazard,caution,0,1,1,3205,91,3412.6,0.000535,"In the current image, I observe an indoor environment with a person standing in the center. The background includes what",
full,4,3,person_near,hazard,gemini,30.88,hazard,hazard,1,1,1,652,211,2701.9,0.000112,"The image shows a person standing in the center of the frame, facing the camera. The person appears to be a male, wearin",
full,4,4,person_near,hazard,claude,40.28,hazard,hazard,1,0,-1,567,300,8946.6,0.006201,"## Visual Analysis  **What I see:** A person (adult male) standing **directly in front of the camera**, facing it, at ve",
full,4,4,person_near,hazard,gpt4o,40.28,hazard,hazard,1,0,-1,458,100,2658.8,0.00379,"The image shows an indoor environment with a person standing in the center. The person appears to be close to the drone,",
full,4,4,person_near,hazard,gpt4o_mini,40.28,hazard,caution,0,0,-1,3229,82,3581.3,0.000534,"In the current image, I observe an indoor environment with a person standing in the center. The surroundings include tab",
full,4,4,person_near,hazard,gemini,40.28,hazard,hazard,1,0,-1,677,96,1952.9,8e-05,"The image shows a person standing in the center of the frame, facing the camera. The person appears to be relatively clo",
full,4,5,door_open,safe,claude,41.34,safe,hazard,0,1,0,517,300,8513.0,0.006051,## Visual Analysis  **What I see:** An industrial/warehouse interior photographed from a low angle looking upward. I can,
full,4,5,door_open,safe,gpt4o,41.34,safe,safe,1,1,1,412,63,2353.2,0.003005,The image shows an indoor environment with tables or workstations lined up. There is a glass partition with an open door,
full,4,5,door_open,safe,gpt4o_mini,41.34,safe,hazard,0,1,0,3183,56,2749.3,0.000511,"In the current image, I observe an indoor environment with a series of tables or workstations. The layout appears consis",
full,4,5,door_open,safe,gemini,41.34,safe,safe,1,1,1,617,179,2168.9,0.0001,"The image shows an indoor environment, likely an office or industrial space, characterized by white walls and what appea",
full,5,1,door_open,safe,claude,40.79,safe,unknown,0,0,-1,0,0,60525.7,0.0,,The read operation timed out
full,5,1,door_open,safe,gpt4o,40.79,safe,safe,1,0,-1,316,92,2587.7,0.00296,The image shows an indoor environment with a series of tables or desks arranged in rows. There is a glass door that appe,
full,5,1,door_open,safe,gpt4o_mini,40.79,safe,hazard,0,0,-1,3083,106,4307.8,0.000526,The image shows an indoor environment with a large open space. There are several tables or workstations arranged in rows,
full,5,1,door_open,safe,gemini,40.79,safe,hazard,0,0,-1,518,300,3474.6,0.000129,"I see an indoor environment, likely an industrial or office space, characterized by a long room with a high ceiling. The",
full,5,2,door_open,safe,claude,40.4,safe,hazard,0,0,-1,414,300,10124.2,0.005742,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse space** viewed through a glass part,
full,5,2,door_open,safe,gpt4o,40.4,safe,caution,0,0,-1,341,111,3052.6,0.00337,The image shows an indoor environment with tables or desks arranged in rows. There is a glass door or window in the fore,
full,5,2,door_open,safe,gpt4o_mini,40.4,safe,safe,1,0,-1,3110,102,4234.5,0.000528,"The image shows an indoor environment with a large open space, likely a room or hallway. There are several tables or wor",
full,5,2,door_open,safe,gemini,40.4,safe,caution,0,0,-1,544,149,2032.4,8.5e-05,"I see an indoor environment, likely an industrial or office space, characterized by white-framed glass partitions or doo",
full,5,3,person_near,hazard,claude,36.04,hazard,hazard,1,1,1,509,300,15374.6,0.006027,"## Visual Analysis  **What I see:** A **person is directly in front of the camera**, very close — occupying the majority",
full,5,3,person_near,hazard,gpt4o,36.04,hazard,hazard,1,1,1,426,99,2454.2,0.003615,"The image shows a person standing very close to the camera, which suggests proximity to the drone. The environment appea",
full,5,3,person_near,hazard,gpt4o_mini,36.04,hazard,hazard,1,1,1,3195,74,4096.0,0.000524,The image shows an indoor environment with a person kneeling down in the foreground. The background includes a chair and,
full,5,3,person_near,hazard,gemini,36.04,hazard,hazard,1,1,1,641,132,2154.2,8.8e-05,"I see a person in the immediate foreground, very close to the camera, bending over. The person's body occupies a signifi",
full,5,4,person_near,hazard,claude,43.48,hazard,hazard,1,0,-1,539,300,8811.5,0.006117,"## Visual Analysis  **What I see:** A **person is very close to the camera/drone**, occupying the majority of the frame.",
full,5,4,person_near,hazard,gpt4o,43.48,hazard,hazard,1,0,-1,451,72,2658.4,0.003335,"The image shows a person standing very close to the camera, which suggests proximity to the drone. This aligns with the ",
full,5,4,person_near,hazard,gpt4o_mini,43.48,hazard,hazard,1,0,-1,3220,81,60418.4,0.000532,The image shows an indoor environment with a person kneeling down in the foreground. The background appears to have furn,
full,5,4,person_near,hazard,gemini,43.48,hazard,hazard,1,0,-1,666,100,1745.4,8e-05,"I see a person in the immediate foreground, very close to the camera, bending over. The person's body occupies a signifi",
full,5,5,door_open,safe,claude,28.2,safe,hazard,0,1,0,503,300,9332.6,0.006009,## Visual Analysis  **What I see:** The image shows an **indoor industrial/warehouse space** viewed through what appears,
full,5,5,door_open,safe,gpt4o,28.2,safe,hazard,0,1,0,415,91,3069.6,0.00344,"The image shows an indoor environment with tables or desks arranged in rows. There is a door that appears to be open, le",
full,5,5,door_open,safe,gpt4o_mini,28.2,safe,hazard,0,1,0,3184,88,3585.8,0.00053,"The image shows an indoor environment with a large open space, featuring several tables or workstations arranged in a ro",
full,5,5,door_open,safe,gemini,28.2,safe,safe,1,1,1,616,108,1990.7,7.9e-05,"I see an indoor environment, likely an industrial or office space, viewed through an open doorway. The doorway has a whi",
