orchestrator,run,scene_label,truth,tool_called,mp_risk,pipeline_ms,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,truncated,efficiency,risk,pilot_action,confidence,description,sensor_note,proximity,all_turns_text,final_text,loop_cost_usd,total_cost_usd,wall_s,error
gemini,5,person_near,hazard,1,hazard,244.6,4,1,1,0,1,1,ALERT,INVESTIGATE_CLOSER,57,1,9501.19,ALERT,INVESTIGATE_CLOSER,0.8,A person is standing in the center of the frame with their arms raised. The image is somewhat blurry.,Consistent. MediaPipe detected a person at close range with a hazard risk. YOLO-World did not detect any specific objects.,"Approximately 0.24 meters, based on MediaPipe's estimate.","Description: A person is standing in the center of the frame with their arms raised. The image is somewhat blurry.
Sensor note: Consistent. MediaPipe detected a person at close range with a hazard risk. YOLO-World did not detect any specific objects.
Proximity: Approximately 0.24 meters, based on MediaPipe's estimate.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.8","Description: A person is standing in the center of the frame with their arms raised. The image is somewhat blurry.
Sensor note: Consistent. MediaPipe detected a person at close range with a hazard risk. YOLO-World did not detect any specific objects.
Proximity: Approximately 0.24 meters, based on MediaPipe's estimate.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.8",0.000421,0.000421,3.99,
gemini,1,wall_close,hazard,1,hazard,248.6,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,64,1,9411.76,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.","MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO detections. YOLO correctly identifies a wall.",The wall is approximately 2.09 meters away according to DepthAnything.,"Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO detections. YOLO correctly identifies a wall.
Proximity: The wall is approximately 2.09 meters away according to DepthAnything.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO detections. YOLO correctly identifies a wall.
Proximity: The wall is approximately 2.09 meters away according to DepthAnything.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000425,0.000425,4.4,
gemini,2,wall_close,hazard,1,hazard,256.0,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,78,1,9259.26,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a plain, light-colored wall directly in front of the drone. There are no discernible features or objects on the wall.","MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO's detection of only a wall. YOLO's detection of a wall at 2.09m seems consistent with the image.",The closest object is a wall at approximately 2.09 meters.,"Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no discernible features or objects on the wall.
Sensor note: MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO's detection of only a wall. YOLO's detection of a wall at 2.09m seems consistent with the image.
Proximity: The closest object is a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no discernible features or objects on the wall.
Sensor note: MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO's detection of only a wall. YOLO's detection of a wall at 2.09m seems consistent with the image.
Proximity: The closest object is a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000432,0.000432,3.89,
gemini,3,wall_close,hazard,1,hazard,245.3,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,63,1,9389.67,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.","MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.",The YOLO-World detection indicates a wall at approximately 2.09 meters.,"Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly detected a person with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000426,0.000426,3.43,
gemini,4,wall_close,hazard,1,hazard,217.5,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,64,1,9389.67,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.","MediaPipe incorrectly reports a person detected with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.",The YOLO-World detection indicates a wall at approximately 2.09 meters.,"Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with a ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at approximately 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000426,0.000426,3.77,
gemini,5,wall_close,hazard,1,hazard,253.4,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,62,1,9389.67,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.","MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.",The YOLO-World detection indicates a wall at 2.09 meters.,"Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a plain, light-colored wall directly in front of the drone. There are no visible objects or people.
Sensor note: MediaPipe incorrectly reports a person detected with ""hazard"" risk, which contradicts the visual evidence and YOLO-World's detection of only a wall.
Proximity: The YOLO-World detection indicates a wall at 2.09 meters.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000426,0.000426,3.71,
gemini,1,object_table,caution,1,safe,258.7,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,87,1,9367.68,CLEAR,CONTINUE_PATROL,0.8,The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop is somewhat blurry but shows shelves or cabinets.,"MediaPipe reports a person detected, which is inconsistent with the visual image. YOLO-World did not detect any objects.",No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive.,"Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop is somewhat blurry but shows shelves or cabinets.
Sensor note: MediaPipe reports a person detected, which is inconsistent with the visual image. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop is somewhat blurry but shows shelves or cabinets.
Sensor note: MediaPipe reports a person detected, which is inconsistent with the visual image. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000427,0.000427,4.97,
gemini,2,object_table,caution,1,safe,236.4,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,79,1,9433.96,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a laptop on a desk in what appears to be an office or study room. The room seems orderly, with shelves or cabinets visible in the background.","MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.",No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive given the visual evidence.,"Description: The camera shows a laptop on a desk in what appears to be an office or study room. The room seems orderly, with shelves or cabinets visible in the background.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.
Proximity: No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a laptop on a desk in what appears to be an office or study room. The room seems orderly, with shelves or cabinets visible in the background.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.
Proximity: No person or significant object detected by YOLO. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000424,0.000424,4.32,
gemini,3,object_table,caution,1,safe,249.5,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,92,1,9324.01,CLEAR,CONTINUE_PATROL,0.8,The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop has shelves and windows.,"MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.",No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.,"Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop has shelves and windows.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room behind the laptop has shelves and windows.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000429,0.000429,3.76,
gemini,4,object_table,caution,1,safe,233.9,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,92,1,9302.33,CLEAR,CONTINUE_PATROL,0.8,The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room appears well-lit with windows in the background.,"MediaPipe reports a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.",No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.,"Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room appears well-lit with windows in the background.
Sensor note: MediaPipe reports a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a laptop on a desk in what appears to be an office or study room. The screen is displaying code or a complex user interface. The room appears well-lit with windows in the background.
Sensor note: MediaPipe reports a person detected, but the image does not show any person. This is a discrepancy. YOLO-World did not detect any objects.
Proximity: No person or significant object detected by YOLO-World. MediaPipe's person detection is likely a false positive given the visual evidence.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.00043,0.00043,4.33,
gemini,5,object_table,caution,1,safe,231.3,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,58,1,9592.33,CLEAR,CONTINUE_PATROL,1.0,The camera shows a laptop on a desk in what appears to be an office or study room. The room seems empty of people.,"MediaPipe reports no person detected, which is consistent with the visual observation.",No person detected. The laptop is approximately 0.5 meters away.,"Description: The camera shows a laptop on a desk in what appears to be an office or study room. The room seems empty of people.
Sensor note: MediaPipe reports no person detected, which is consistent with the visual observation.
Proximity: No person detected. The laptop is approximately 0.5 meters away.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 1.0","Description: The camera shows a laptop on a desk in what appears to be an office or study room. The room seems empty of people.
Sensor note: MediaPipe reports no person detected, which is consistent with the visual observation.
Proximity: No person detected. The laptop is approximately 0.5 meters away.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 1.0",0.000417,0.000417,3.96,
gemini,1,dim_light,caution,1,safe,251.7,5,1,1,1,1,1,ALERT,INVESTIGATE_CLOSER,82,1,11655.01,ALERT,INVESTIGATE_CLOSER,0.4,"The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.","MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.","Unclear due to image quality and conflicting sensor data. MediaPipe reports ""no person detected"" but ""mp_person_detected: true"".","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: Unclear due to image quality and conflicting sensor data. MediaPipe reports ""no person detected"" but ""mp_person_detected: true"".
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: Unclear due to image quality and conflicting sensor data. MediaPipe reports ""no person detected"" but ""mp_person_detected: true"".
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4",0.000429,0.000429,6.03,
gemini,2,dim_light,caution,1,safe,221.8,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,86,1,9302.33,CLEAR,CONTINUE_PATROL,0.4,"The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but their exact nature is unclear.","MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.","MediaPipe indicates no person detected, but also states mp_person_detected: true. This is contradictory. Given the image quality, it's impossible to estimate proximity.","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but their exact nature is unclear.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, but also states mp_person_detected: true. This is contradictory. Given the image quality, it's impossible to estimate proximity.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.4","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but their exact nature is unclear.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, but also states mp_person_detected: true. This is contradictory. Given the image quality, it's impossible to estimate proximity.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.4",0.00043,0.00043,4.26,
gemini,3,dim_light,caution,1,safe,248.7,5,1,1,1,1,1,ALERT,INVESTIGATE_CLOSER,87,1,11600.93,ALERT,INVESTIGATE_CLOSER,0.4,"The image is very grainy and green-tinted, making it difficult to discern details. There appears to be a large, curved object on the right, possibly a plant or a piece of furniture. The background is indistinct.","MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.","MediaPipe indicates no person detected, but then mp_person_detected is true. Given the image quality, it's impossible to estimate proximity.","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be a large, curved object on the right, possibly a plant or a piece of furniture. The background is indistinct.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, but then mp_person_detected is true. Given the image quality, it's impossible to estimate proximity.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be a large, curved object on the right, possibly a plant or a piece of furniture. The background is indistinct.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, but then mp_person_detected is true. Given the image quality, it's impossible to estimate proximity.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4",0.000431,0.000431,3.65,
gemini,4,dim_light,caution,1,safe,261.7,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,74,1,9456.26,CLEAR,CONTINUE_PATROL,0.6,"The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.","MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.","MediaPipe indicates no person detected, so proximity is unknown.","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, so proximity is unknown.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: MediaPipe indicates no person detected, so proximity is unknown.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6",0.000423,0.000423,4.49,
gemini,5,dim_light,caution,1,safe,267.5,5,1,1,1,1,1,ALERT,INVESTIGATE_CLOSER,85,1,11682.24,ALERT,INVESTIGATE_CLOSER,0.4,"The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.","MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.","Unclear due to image quality and conflicting sensor data. MediaPipe suggests a person is present, but no distance is provided.","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: Unclear due to image quality and conflicting sensor data. MediaPipe suggests a person is present, but no distance is provided.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4","Description: The image is very grainy and green-tinted, making it difficult to discern details. There appears to be some furniture or objects in the foreground and background, but no clear human figures are visible.
Sensor note: MediaPipe reports a person detected, but the image is too unclear to confirm visually. YOLO-World did not detect any objects.
Proximity: Unclear due to image quality and conflicting sensor data. MediaPipe suggests a person is present, but no distance is provided.
Risk: ALERT
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.4",0.000428,0.000428,4.18,
gemini,1,cluttered,caution,1,safe,242.0,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,73,1,9456.26,CLEAR,CONTINUE_PATROL,0.7,"The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.","MediaPipe detected a person, but I do not see a person in the image. YOLO-World did not detect any objects.",No person or significant object detected.,"Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. YOLO-World did not detect any objects.
Proximity: No person or significant object detected.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. YOLO-World did not detect any objects.
Proximity: No person or significant object detected.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7",0.000423,0.000423,4.67,
gemini,2,cluttered,caution,1,safe,243.0,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,72,1,9478.67,CLEAR,CONTINUE_PATROL,0.7,"The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.","MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.",No person or significant object detected with depth.,"Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe indicates a person detected, but the image does not show any person. This is a discrepancy.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7",0.000422,0.000422,4.44,
gemini,3,cluttered,caution,1,safe,254.4,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,87,1,9367.68,CLEAR,CONTINUE_PATROL,0.6,"The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment with a window or light source.","MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.",No person or significant object detected with depth.,"Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment with a window or light source.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment with a window or light source.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6",0.000427,0.000427,4.28,
gemini,4,cluttered,caution,1,safe,241.4,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,86,1,9367.68,CLEAR,CONTINUE_PATROL,0.7,"The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.","MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.",No person or significant object detected with depth.,"Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. The background suggests an indoor environment, possibly an office or workshop.
Sensor note: MediaPipe detected a person, but I do not see a person in the image. This could be a false positive or a very partial detection. YOLO-World did not detect any objects.
Proximity: No person or significant object detected with depth.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7",0.000427,0.000427,4.52,
gemini,5,cluttered,caution,1,safe,261.4,4,1,1,0,1,1,CLEAR,CONTINUE_PATROL,76,1,9389.67,CLEAR,CONTINUE_PATROL,0.8,"The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. There's a white wall or board in the background.","MediaPipe falsely detected a person, but no person is visible in the image. YOLO-World did not detect any objects.","No person detected. Closest object is likely the stapler, estimated at 0.2m.","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. There's a white wall or board in the background.
Sensor note: MediaPipe falsely detected a person, but no person is visible in the image. YOLO-World did not detect any objects.
Proximity: No person detected. Closest object is likely the stapler, estimated at 0.2m.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8","Description: The camera shows a cluttered desk or workbench with various objects, including what appears to be a stapler, some boxes, and a white container. There's a white wall or board in the background.
Sensor note: MediaPipe falsely detected a person, but no person is visible in the image. YOLO-World did not detect any objects.
Proximity: No person detected. Closest object is likely the stapler, estimated at 0.2m.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.8",0.000426,0.000426,3.2,
gemini,1,door_open,safe,1,safe,243.5,5,1,1,1,1,1,CLEAR,CONTINUE_PATROL,81,1,11737.09,CLEAR,CONTINUE_PATROL,0.7,"The camera shows an indoor room with what appears to be office partitions or cubicles. The lighting is somewhat dim, and there are no immediate signs of distress or unusual activity.","MediaPipe detected a person, but YOLO-World did not detect any objects. This is a discrepancy. Given the image, it's likely a false positive from MediaPipe or a very distant/obscured person.",No clear proximity due to conflicting sensor data.,"Description: The camera shows an indoor room with what appears to be office partitions or cubicles. The lighting is somewhat dim, and there are no immediate signs of distress or unusual activity.
Sensor note: MediaPipe detected a person, but YOLO-World did not detect any objects. This is a discrepancy. Given the image, it's likely a false positive from MediaPipe or a very distant/obscured person.
Proximity: No clear proximity due to conflicting sensor data.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7","Description: The camera shows an indoor room with what appears to be office partitions or cubicles. The lighting is somewhat dim, and there are no immediate signs of distress or unusual activity.
Sensor note: MediaPipe detected a person, but YOLO-World did not detect any objects. This is a discrepancy. Given the image, it's likely a false positive from MediaPipe or a very distant/obscured person.
Proximity: No clear proximity due to conflicting sensor data.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.7",0.000426,0.000426,4.77,
gemini,2,door_open,safe,1,safe,243.1,5,1,1,1,1,1,CLEAR,CONTINUE_PATROL,77,1,11820.33,CLEAR,CONTINUE_PATROL,0.6,The camera shows an indoor office or industrial space with partitions and what appears to be a doorway on the right. The lighting is somewhat dim. No immediate hazards are visible.,"MediaPipe detected a person, but YOLO-World did not. This could be a false positive from MediaPipe or a person partially obscured.",No clear proximity can be estimated due to the discrepancy in person detection.,"Description: The camera shows an indoor office or industrial space with partitions and what appears to be a doorway on the right. The lighting is somewhat dim. No immediate hazards are visible.
Sensor note: MediaPipe detected a person, but YOLO-World did not. This could be a false positive from MediaPipe or a person partially obscured.
Proximity: No clear proximity can be estimated due to the discrepancy in person detection.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6","Description: The camera shows an indoor office or industrial space with partitions and what appears to be a doorway on the right. The lighting is somewhat dim. No immediate hazards are visible.
Sensor note: MediaPipe detected a person, but YOLO-World did not. This could be a false positive from MediaPipe or a person partially obscured.
Proximity: No clear proximity can be estimated due to the discrepancy in person detection.
Risk: CLEAR
Pilot suggested action: CONTINUE_PATROL
Confidence: 0.6",0.000423,0.000423,4.04,
